family_id,sample_id,pixel_x,pixel_y,offset_x,offset_y,family_class,collider_id,boundary_event_count,path_length
oracle_px_0002_40_32:family:0:-1,oracle_px_0002_40_32,40,31,0,-1,stable_family,0,0,6.401809
oracle_px_0002_40_32:family:1:1,oracle_px_0002_40_32,41,33,1,1,stable_family,0,0,6.401809
oracle_px_0002_40_32:family:1:-1,oracle_px_0002_40_32,41,31,1,-1,stable_family,0,0,6.401809
oracle_px_0002_40_32:family:-1:1,oracle_px_0002_40_32,39,33,-1,1,stable_family,0,0,6.401809
oracle_px_0002_40_32:family:-1:-1,oracle_px_0002_40_32,39,31,-1,-1,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:0:0,oracle_px_0003_41_32,41,32,0,0,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:1:0,oracle_px_0003_41_32,42,32,1,0,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:-1:0,oracle_px_0003_41_32,40,32,-1,0,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:0:1,oracle_px_0003_41_32,41,33,0,1,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:0:-1,oracle_px_0003_41_32,41,31,0,-1,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:1:1,oracle_px_0003_41_32,42,33,1,1,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:1:-1,oracle_px_0003_41_32,42,31,1,-1,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:-1:1,oracle_px_0003_41_32,40,33,-1,1,stable_family,0,0,6.401809
oracle_px_0003_41_32:family:-1:-1,oracle_px_0003_41_32,40,31,-1,-1,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:0:0,oracle_px_0004_42_32,42,32,0,0,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:1:0,oracle_px_0004_42_32,43,32,1,0,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:-1:0,oracle_px_0004_42_32,41,32,-1,0,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:0:1,oracle_px_0004_42_32,42,33,0,1,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:0:-1,oracle_px_0004_42_32,42,31,0,-1,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:1:1,oracle_px_0004_42_32,43,33,1,1,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:1:-1,oracle_px_0004_42_32,43,31,1,-1,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:-1:1,oracle_px_0004_42_32,41,33,-1,1,stable_family,0,0,6.401809
oracle_px_0004_42_32:family:-1:-1,oracle_px_0004_42_32,41,31,-1,-1,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:0:0,oracle_px_0005_38_33,38,33,0,0,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:1:0,oracle_px_0005_38_33,39,33,1,0,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:-1:0,oracle_px_0005_38_33,37,33,-1,0,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:0:1,oracle_px_0005_38_33,38,34,0,1,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:0:-1,oracle_px_0005_38_33,38,32,0,-1,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:1:1,oracle_px_0005_38_33,39,34,1,1,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:1:-1,oracle_px_0005_38_33,39,32,1,-1,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:-1:1,oracle_px_0005_38_33,37,34,-1,1,stable_family,0,0,6.401809
oracle_px_0005_38_33:family:-1:-1,oracle_px_0005_38_33,37,32,-1,-1,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:0:0,oracle_px_0006_39_33,39,33,0,0,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:1:0,oracle_px_0006_39_33,40,33,1,0,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:-1:0,oracle_px_0006_39_33,38,33,-1,0,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:0:1,oracle_px_0006_39_33,39,34,0,1,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:0:-1,oracle_px_0006_39_33,39,32,0,-1,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:1:1,oracle_px_0006_39_33,40,34,1,1,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:1:-1,oracle_px_0006_39_33,40,32,1,-1,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:-1:1,oracle_px_0006_39_33,38,34,-1,1,stable_family,0,0,6.401809
oracle_px_0006_39_33:family:-1:-1,oracle_px_0006_39_33,38,32,-1,-1,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:0:0,oracle_px_0007_40_33,40,33,0,0,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:1:0,oracle_px_0007_40_33,41,33,1,0,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:-1:0,oracle_px_0007_40_33,39,33,-1,0,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:0:1,oracle_px_0007_40_33,40,34,0,1,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:0:-1,oracle_px_0007_40_33,40,32,0,-1,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:1:1,oracle_px_0007_40_33,41,34,1,1,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:1:-1,oracle_px_0007_40_33,41,32,1,-1,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:-1:1,oracle_px_0007_40_33,39,34,-1,1,stable_family,0,0,6.401809
oracle_px_0007_40_33:family:-1:-1,oracle_px_0007_40_33,39,32,-1,-1,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:0:0,oracle_px_0008_41_33,41,33,0,0,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:1:0,oracle_px_0008_41_33,42,33,1,0,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:-1:0,oracle_px_0008_41_33,40,33,-1,0,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:0:1,oracle_px_0008_41_33,41,34,0,1,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:0:-1,oracle_px_0008_41_33,41,32,0,-1,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:1:1,oracle_px_0008_41_33,42,34,1,1,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:1:-1,oracle_px_0008_41_33,42,32,1,-1,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:-1:1,oracle_px_0008_41_33,40,34,-1,1,stable_family,0,0,6.401809
oracle_px_0008_41_33:family:-1:-1,oracle_px_0008_41_33,40,32,-1,-1,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:0:0,oracle_px_0009_42_33,42,33,0,0,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:1:0,oracle_px_0009_42_33,43,33,1,0,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:-1:0,oracle_px_0009_42_33,41,33,-1,0,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:0:1,oracle_px_0009_42_33,42,34,0,1,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:0:-1,oracle_px_0009_42_33,42,32,0,-1,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:1:1,oracle_px_0009_42_33,43,34,1,1,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:1:-1,oracle_px_0009_42_33,43,32,1,-1,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:-1:1,oracle_px_0009_42_33,41,34,-1,1,stable_family,0,0,6.401809
oracle_px_0009_42_33:family:-1:-1,oracle_px_0009_42_33,41,32,-1,-1,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:0:0,oracle_px_0010_38_34,38,34,0,0,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:1:0,oracle_px_0010_38_34,39,34,1,0,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:-1:0,oracle_px_0010_38_34,37,34,-1,0,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:0:1,oracle_px_0010_38_34,38,35,0,1,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:0:-1,oracle_px_0010_38_34,38,33,0,-1,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:1:1,oracle_px_0010_38_34,39,35,1,1,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:1:-1,oracle_px_0010_38_34,39,33,1,-1,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:-1:1,oracle_px_0010_38_34,37,35,-1,1,stable_family,0,0,6.401809
oracle_px_0010_38_34:family:-1:-1,oracle_px_0010_38_34,37,33,-1,-1,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:0:0,oracle_px_0011_39_34,39,34,0,0,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:1:0,oracle_px_0011_39_34,40,34,1,0,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:-1:0,oracle_px_0011_39_34,38,34,-1,0,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:0:1,oracle_px_0011_39_34,39,35,0,1,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:0:-1,oracle_px_0011_39_34,39,33,0,-1,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:1:1,oracle_px_0011_39_34,40,35,1,1,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:1:-1,oracle_px_0011_39_34,40,33,1,-1,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:-1:1,oracle_px_0011_39_34,38,35,-1,1,stable_family,0,0,6.401809
oracle_px_0011_39_34:family:-1:-1,oracle_px_0011_39_34,38,33,-1,-1,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:0:0,oracle_px_0012_40_34,40,34,0,0,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:1:0,oracle_px_0012_40_34,41,34,1,0,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:-1:0,oracle_px_0012_40_34,39,34,-1,0,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:0:1,oracle_px_0012_40_34,40,35,0,1,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:0:-1,oracle_px_0012_40_34,40,33,0,-1,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:1:1,oracle_px_0012_40_34,41,35,1,1,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:1:-1,oracle_px_0012_40_34,41,33,1,-1,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:-1:1,oracle_px_0012_40_34,39,35,-1,1,stable_family,0,0,6.401809
oracle_px_0012_40_34:family:-1:-1,oracle_px_0012_40_34,39,33,-1,-1,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:0:0,oracle_px_0013_41_34,41,34,0,0,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:1:0,oracle_px_0013_41_34,42,34,1,0,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:-1:0,oracle_px_0013_41_34,40,34,-1,0,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:0:1,oracle_px_0013_41_34,41,35,0,1,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:0:-1,oracle_px_0013_41_34,41,33,0,-1,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:1:1,oracle_px_0013_41_34,42,35,1,1,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:1:-1,oracle_px_0013_41_34,42,33,1,-1,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:-1:1,oracle_px_0013_41_34,40,35,-1,1,stable_family,0,0,6.401809
oracle_px_0013_41_34:family:-1:-1,oracle_px_0013_41_34,40,33,-1,-1,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:0:0,oracle_px_0014_42_34,42,34,0,0,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:1:0,oracle_px_0014_42_34,43,34,1,0,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:-1:0,oracle_px_0014_42_34,41,34,-1,0,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:0:1,oracle_px_0014_42_34,42,35,0,1,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:0:-1,oracle_px_0014_42_34,42,33,0,-1,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:1:1,oracle_px_0014_42_34,43,35,1,1,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:1:-1,oracle_px_0014_42_34,43,33,1,-1,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:-1:1,oracle_px_0014_42_34,41,35,-1,1,stable_family,0,0,6.401809
oracle_px_0014_42_34:family:-1:-1,oracle_px_0014_42_34,41,33,-1,-1,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:0:0,oracle_px_0015_38_35,38,35,0,0,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:1:0,oracle_px_0015_38_35,39,35,1,0,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:-1:0,oracle_px_0015_38_35,37,35,-1,0,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:0:1,oracle_px_0015_38_35,38,36,0,1,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:0:-1,oracle_px_0015_38_35,38,34,0,-1,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:1:1,oracle_px_0015_38_35,39,36,1,1,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:1:-1,oracle_px_0015_38_35,39,34,1,-1,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:-1:1,oracle_px_0015_38_35,37,36,-1,1,stable_family,0,0,6.401809
oracle_px_0015_38_35:family:-1:-1,oracle_px_0015_38_35,37,34,-1,-1,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:0:0,oracle_px_0016_39_35,39,35,0,0,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:1:0,oracle_px_0016_39_35,40,35,1,0,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:-1:0,oracle_px_0016_39_35,38,35,-1,0,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:0:1,oracle_px_0016_39_35,39,36,0,1,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:0:-1,oracle_px_0016_39_35,39,34,0,-1,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:1:1,oracle_px_0016_39_35,40,36,1,1,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:1:-1,oracle_px_0016_39_35,40,34,1,-1,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:-1:1,oracle_px_0016_39_35,38,36,-1,1,stable_family,0,0,6.401809
oracle_px_0016_39_35:family:-1:-1,oracle_px_0016_39_35,38,34,-1,-1,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:0:0,oracle_px_0017_40_35,40,35,0,0,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:1:0,oracle_px_0017_40_35,41,35,1,0,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:-1:0,oracle_px_0017_40_35,39,35,-1,0,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:0:1,oracle_px_0017_40_35,40,36,0,1,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:0:-1,oracle_px_0017_40_35,40,34,0,-1,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:1:1,oracle_px_0017_40_35,41,36,1,1,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:1:-1,oracle_px_0017_40_35,41,34,1,-1,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:-1:1,oracle_px_0017_40_35,39,36,-1,1,stable_family,0,0,6.401809
oracle_px_0017_40_35:family:-1:-1,oracle_px_0017_40_35,39,34,-1,-1,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:0:0,oracle_px_0018_41_35,41,35,0,0,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:1:0,oracle_px_0018_41_35,42,35,1,0,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:-1:0,oracle_px_0018_41_35,40,35,-1,0,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:0:1,oracle_px_0018_41_35,41,36,0,1,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:0:-1,oracle_px_0018_41_35,41,34,0,-1,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:1:1,oracle_px_0018_41_35,42,36,1,1,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:1:-1,oracle_px_0018_41_35,42,34,1,-1,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:-1:1,oracle_px_0018_41_35,40,36,-1,1,stable_family,0,0,6.401809
oracle_px_0018_41_35:family:-1:-1,oracle_px_0018_41_35,40,34,-1,-1,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:0:0,oracle_px_0019_42_35,42,35,0,0,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:1:0,oracle_px_0019_42_35,43,35,1,0,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:-1:0,oracle_px_0019_42_35,41,35,-1,0,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:0:1,oracle_px_0019_42_35,42,36,0,1,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:0:-1,oracle_px_0019_42_35,42,34,0,-1,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:1:1,oracle_px_0019_42_35,43,36,1,1,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:1:-1,oracle_px_0019_42_35,43,34,1,-1,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:-1:1,oracle_px_0019_42_35,41,36,-1,1,stable_family,0,0,6.401809
oracle_px_0019_42_35:family:-1:-1,oracle_px_0019_42_35,41,34,-1,-1,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:0:0,oracle_px_0020_38_36,38,36,0,0,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:1:0,oracle_px_0020_38_36,39,36,1,0,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:-1:0,oracle_px_0020_38_36,37,36,-1,0,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:0:1,oracle_px_0020_38_36,38,37,0,1,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:0:-1,oracle_px_0020_38_36,38,35,0,-1,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:1:1,oracle_px_0020_38_36,39,37,1,1,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:1:-1,oracle_px_0020_38_36,39,35,1,-1,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:-1:1,oracle_px_0020_38_36,37,37,-1,1,stable_family,0,0,6.401809
oracle_px_0020_38_36:family:-1:-1,oracle_px_0020_38_36,37,35,-1,-1,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:0:0,oracle_px_0021_39_36,39,36,0,0,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:1:0,oracle_px_0021_39_36,40,36,1,0,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:-1:0,oracle_px_0021_39_36,38,36,-1,0,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:0:1,oracle_px_0021_39_36,39,37,0,1,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:0:-1,oracle_px_0021_39_36,39,35,0,-1,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:1:1,oracle_px_0021_39_36,40,37,1,1,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:1:-1,oracle_px_0021_39_36,40,35,1,-1,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:-1:1,oracle_px_0021_39_36,38,37,-1,1,stable_family,0,0,6.401809
oracle_px_0021_39_36:family:-1:-1,oracle_px_0021_39_36,38,35,-1,-1,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:0:0,oracle_px_0022_40_36,40,36,0,0,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:1:0,oracle_px_0022_40_36,41,36,1,0,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:-1:0,oracle_px_0022_40_36,39,36,-1,0,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:0:1,oracle_px_0022_40_36,40,37,0,1,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:0:-1,oracle_px_0022_40_36,40,35,0,-1,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:1:1,oracle_px_0022_40_36,41,37,1,1,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:1:-1,oracle_px_0022_40_36,41,35,1,-1,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:-1:1,oracle_px_0022_40_36,39,37,-1,1,stable_family,0,0,6.401809
oracle_px_0022_40_36:family:-1:-1,oracle_px_0022_40_36,39,35,-1,-1,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:0:0,oracle_px_0023_41_36,41,36,0,0,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:1:0,oracle_px_0023_41_36,42,36,1,0,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:-1:0,oracle_px_0023_41_36,40,36,-1,0,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:0:1,oracle_px_0023_41_36,41,37,0,1,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:0:-1,oracle_px_0023_41_36,41,35,0,-1,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:1:1,oracle_px_0023_41_36,42,37,1,1,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:1:-1,oracle_px_0023_41_36,42,35,1,-1,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:-1:1,oracle_px_0023_41_36,40,37,-1,1,stable_family,0,0,6.401809
oracle_px_0023_41_36:family:-1:-1,oracle_px_0023_41_36,40,35,-1,-1,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:0:0,oracle_px_0024_42_36,42,36,0,0,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:1:0,oracle_px_0024_42_36,43,36,1,0,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:-1:0,oracle_px_0024_42_36,41,36,-1,0,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:0:1,oracle_px_0024_42_36,42,37,0,1,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:0:-1,oracle_px_0024_42_36,42,35,0,-1,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:1:1,oracle_px_0024_42_36,43,37,1,1,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:1:-1,oracle_px_0024_42_36,43,35,1,-1,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:-1:1,oracle_px_0024_42_36,41,37,-1,1,stable_family,0,0,6.401809
oracle_px_0024_42_36:family:-1:-1,oracle_px_0024_42_36,41,35,-1,-1,stable_family,0,0,6.401809
