anchor_id,object_id,step_length,reference_step_length,projected_x,projected_y,projected_tile,object_centroid_projected_x,object_centroid_projected_y,radial_dist_from_object_centroid,radial_angle_from_object_centroid,nearest_anchor_kind,nearest_corner_dist,nearest_edge_dist,radial_offset_x,radial_offset_y,hit,collider_id,domain_id,boundary_events,portal_events,hit_distance,path_length,decision_risk,matched_reference_decision,required_precision_label
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,159,91,2,160,90,1.414214,2.356194,Centroid,-1,64.00781,-1,1,1,25887245710,-1,0,0,7.991147,7.993763,2.248414,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,159,91,2,160,90,1.414214,2.356194,Centroid,-1,64.00781,-1,1,0,0,-1,0,0,-1,6.403136,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,-1,-1,1,25887245710,-1,0,0,7.991127,7.994978,2.248616,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,-1,-1,1,25887245710,-1,0,0,7.991059,8.000019,2.249403,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,-1,-1,1,25887245710,-1,0,0,7.991085,7.993708,2.248417,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,-1,-1,0,0,-1,0,0,-1,6.403074,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,2,0,1,25887245710,-1,0,0,7.983944,7.995028,2.248612,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,2,0,1,25887245710,-1,0,0,7.983937,7.987507,2.247438,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,2,0,1,25887245710,-1,0,0,7.983902,7.987508,2.247438,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,2,0,0,0,-1,0,0,-1,6.403131,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,-2,0,1,25887245710,-1,0,0,7.993574,7.994987,2.248616,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,-2,0,1,25887245710,-1,0,0,7.993563,7.99997,2.249394,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,-2,0,1,25887245710,-1,0,0,7.993546,7.993703,2.248415,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,-2,0,0,0,-1,0,0,-1,6.403081,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,0,2,1,25887245710,-1,0,0,7.989021,7.995019,2.248601,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,0,2,1,25887245710,-1,0,0,7.989039,7.999974,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,0,2,1,25887245710,-1,0,0,7.989019,7.993709,2.248397,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,0,2,0,0,-1,0,0,-1,6.403179,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,0,-2,1,25887245710,-1,0,0,7.988837,7.99497,2.248602,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,0,-2,1,25887245710,-1,0,0,7.988768,8.000011,2.24939,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,0,-2,1,25887245710,-1,0,0,7.988731,7.993763,2.248414,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,0,-2,0,0,-1,0,0,-1,6.403136,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,2,2,1,25887245710,-1,0,0,7.984302,7.995021,2.248623,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,2,2,1,25887245710,-1,0,0,7.984272,7.987524,2.247452,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,2,2,1,25887245710,-1,0,0,7.984221,7.987539,2.247455,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,2,2,0,0,-1,0,0,-1,6.403069,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,2,-2,1,25887245710,-1,0,0,7.984069,7.995019,2.2486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,2,-2,1,25887245710,-1,0,0,7.984081,7.987481,2.247422,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,2,-2,1,25887245710,-1,0,0,7.983974,7.987553,2.247433,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,2,-2,0,0,-1,0,0,-1,6.40319,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,-2,2,1,25887245710,-1,0,0,7.993931,7.994981,2.248591,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,-2,2,1,25887245710,-1,0,0,7.993897,7.999987,2.249373,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,-2,2,1,25887245710,-1,0,0,7.993865,7.999984,2.249372,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,-2,2,0,0,-1,0,0,-1,6.403203,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,-2,-2,1,25887245710,-1,0,0,7.993695,7.994982,2.2486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,-2,-2,1,25887245710,-1,0,0,7.99363,8.000021,2.249387,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,-2,-2,1,25887245710,-1,0,0,7.993579,7.993786,2.248413,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,-2,-2,0,0,-1,0,0,-1,6.403159,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,4,0,1,25887245710,-1,0,0,7.979438,7.979969,2.246249,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,4,0,1,25887245710,-1,0,0,7.979408,7.987472,2.247421,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,4,0,1,25887245710,-1,0,0,7.979377,7.981217,2.246444,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,4,0,0,0,-1,0,0,-1,6.403189,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,-4,0,1,25887245710,-1,0,0,7.998569,8.010017,2.250943,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,-4,0,1,25887245710,-1,0,0,7.998583,7.999976,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,-4,0,1,25887245710,-1,0,0,7.998476,8.000048,2.249386,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,-4,0,0,0,-1,0,0,-1,6.403185,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,0,4,1,25887245710,-1,0,0,7.989877,7.994982,2.248608,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,0,4,1,25887245710,-1,0,0,7.989832,8,2.249392,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,0,4,1,25887245710,-1,0,0,7.98972,7.993826,2.248427,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,0,4,0,0,-1,0,0,-1,6.403117,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,0,-4,1,25887245710,-1,0,0,7.989378,7.995013,2.248613,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,0,-4,1,25887245710,-1,0,0,7.989373,7.999991,2.24939,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,0,-4,1,25887245710,-1,0,0,7.989338,7.99374,2.248414,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,0,-4,0,0,-1,0,0,-1,6.403117,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,4,4,1,25887245710,-1,0,0,7.980587,7.994987,2.248597,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,4,4,1,25887245710,-1,0,0,7.980519,7.987528,2.247432,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,4,4,1,25887245710,-1,0,0,7.980542,7.98122,2.246447,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,4,4,0,0,-1,0,0,-1,6.403176,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,4,-4,1,25887245710,-1,0,0,7.980105,7.995003,2.248621,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,4,-4,1,25887245710,-1,0,0,7.980057,7.987524,2.247452,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,4,-4,1,25887245710,-1,0,0,7.980007,7.981289,2.246479,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,4,-4,0,0,-1,0,0,-1,6.403069,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,-4,4,1,25887245710,-1,0,0,7.999784,8.009974,2.250939,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,-4,4,1,25887245710,-1,0,0,7.999698,8.000031,2.249386,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,-4,4,1,25887245710,-1,0,0,7.999644,8.00005,2.249389,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,-4,4,0,0,-1,0,0,-1,6.403171,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,-4,-4,1,25887245710,-1,0,0,7.9993,8.009989,2.250941,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,-4,-4,1,25887245710,-1,0,0,7.999238,8.000023,2.249385,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,-4,-4,1,25887245710,-1,0,0,7.999261,7.999964,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,-4,-4,0,0,-1,0,0,-1,6.403171,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,168,90,2,160,90,8,0,Centroid,-1,65.49046,8,0,1,25887245710,-1,0,0,7.97073,7.980008,2.246266,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,168,90,2,160,90,8,0,Centroid,-1,65.49046,8,0,1,25887245710,-1,0,0,7.970702,7.975009,2.245486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,168,90,2,160,90,8,0,Centroid,-1,65.49046,8,0,1,25887245710,-1,0,0,7.970666,7.975009,2.245486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,168,90,2,160,90,8,0,Centroid,-1,65.49046,8,0,0,0,-1,0,0,-1,6.403132,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,152,90,2,160,90,8,3.141593,Centroid,-1,65.49046,-8,0,1,25887245710,-1,0,0,8.009109,8.009992,2.250965,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,152,90,2,160,90,8,3.141593,Centroid,-1,65.49046,-8,0,1,25887245710,-1,0,0,8.009058,8.012516,2.251359,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,152,90,2,160,90,8,3.141593,Centroid,-1,65.49046,-8,0,1,25887245710,-1,0,0,8.009022,8.012517,2.25136,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,152,90,2,160,90,8,3.141593,Centroid,-1,65.49046,-8,0,0,0,-1,0,0,-1,6.403049,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,98,2,160,90,8,1.570796,Centroid,-1,57,0,8,1,25887245710,-1,0,0,7.99291,7.994988,2.24861,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,98,2,160,90,8,1.570796,Centroid,-1,57,0,8,1,25887245710,-1,0,0,7.99288,7.999991,2.249392,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,98,2,160,90,8,1.570796,Centroid,-1,57,0,8,1,25887245710,-1,0,0,7.992769,7.993817,2.248427,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,98,2,160,90,8,1.570796,Centroid,-1,57,0,8,0,0,-1,0,0,-1,6.40311,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,82,2,160,90,8,-1.570796,Centroid,-1,58,0,-8,1,25887245710,-1,0,0,7.991943,7.99502,2.2486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,82,2,160,90,8,-1.570796,Centroid,-1,58,0,-8,1,25887245710,-1,0,0,7.991957,7.999979,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,82,2,160,90,8,-1.570796,Centroid,-1,58,0,-8,1,25887245710,-1,0,0,7.99185,7.993801,2.24841,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,82,2,160,90,8,-1.570796,Centroid,-1,58,0,-8,0,0,-1,0,0,-1,6.403187,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,168,98,2,160,90,11.31371,0.785398,Centroid,-1,57.55867,8,8,1,25887245710,-1,0,0,7.974919,7.980016,2.246276,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,168,98,2,160,90,11.31371,0.785398,Centroid,-1,57.55867,8,8,1,25887245710,-1,0,0,7.97493,7.974979,2.245489,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,168,98,2,160,90,11.31371,0.785398,Centroid,-1,57.55867,8,8,1,25887245710,-1,0,0,7.97491,7.974963,2.245486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,168,98,2,160,90,11.31371,0.785398,Centroid,-1,57.55867,8,8,0,0,-1,0,0,-1,6.403091,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,168,82,2,160,90,11.31371,-0.785398,Centroid,-1,58.54913,8,-8,1,25887245710,-1,0,0,7.974018,7.979986,2.246256,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,168,82,2,160,90,11.31371,-0.785398,Centroid,-1,58.54913,8,-8,1,25887245710,-1,0,0,7.97401,7.974967,2.245472,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,168,82,2,160,90,11.31371,-0.785398,Centroid,-1,58.54913,8,-8,1,25887245710,-1,0,0,7.973993,7.974947,2.245469,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,168,82,2,160,90,11.31371,-0.785398,Centroid,-1,58.54913,8,-8,0,0,-1,0,0,-1,6.403169,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,152,98,2,160,90,11.31371,2.356194,Centroid,-1,57.55867,-8,8,1,25887245710,-1,0,0,8.01333,8.024988,2.25328,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,152,98,2,160,90,11.31371,2.356194,Centroid,-1,57.55867,-8,8,1,25887245710,-1,0,0,8.013307,8.024986,2.25328,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,152,98,2,160,90,11.31371,2.356194,Centroid,-1,57.55867,-8,8,1,25887245710,-1,0,0,8.013286,8.018723,2.252301,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,152,98,2,160,90,11.31371,2.356194,Centroid,-1,57.55867,-8,8,0,0,-1,0,0,-1,6.403189,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,152,82,2,160,90,11.31371,-2.356194,Centroid,-1,58.54913,-8,-8,1,25887245710,-1,0,0,8.012413,8.02497,2.253298,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,152,82,2,160,90,11.31371,-2.356194,Centroid,-1,58.54913,-8,-8,1,25887245710,-1,0,0,8.012382,8.012473,2.251346,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,152,82,2,160,90,11.31371,-2.356194,Centroid,-1,58.54913,-8,-8,1,25887245710,-1,0,0,8.012364,8.012456,2.251343,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,152,82,2,160,90,11.31371,-2.356194,Centroid,-1,58.54913,-8,-8,0,0,-1,0,0,-1,6.403084,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,176,90,2,160,90,16,0,Centroid,-1,66.94027,16,0,1,25887245710,-1,0,0,7.955212,7.965017,2.24392,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,176,90,2,160,90,16,0,Centroid,-1,66.94027,16,0,1,25887245710,-1,0,0,7.955184,7.962518,2.24353,0,0.003125
