anchor_id,object_id,step_length,reference_step_length,projected_x,projected_y,projected_tile,radial_offset_x,radial_offset_y,hit,collider_id,domain_id,boundary_events,portal_events,hit_distance,path_length,decision_risk,matched_reference_decision,required_precision_label
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,67,59,1,0,-1,1,25937577361,-1,0,0,8.155792,8.160012,2.274372,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,67,59,1,0,-1,1,25937577361,-1,0,0,8.155803,8.162472,2.274756,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,67,59,1,0,-1,1,25937577361,-1,0,0,8.155799,8.156196,2.273776,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,67,59,1,0,-1,0,0,-1,0,0,-1,6.403163,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,69,60,1,2,0,1,25937577361,-1,0,0,8.156779,8.160023,2.274395,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,69,60,1,2,0,1,25937577361,-1,0,0,8.156754,8.162507,2.274783,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,69,60,1,2,0,1,25937577361,-1,0,0,8.156791,8.162436,2.274772,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,69,60,1,2,0,0,0,-1,0,0,-1,6.403054,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,65,60,1,-2,0,1,25937577361,-1,0,0,8.153459,8.160009,2.274391,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,65,60,1,-2,0,1,25937577361,-1,0,0,8.153427,8.16251,2.274782,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,65,60,1,-2,0,1,25937577361,-1,0,0,8.153385,8.156272,2.273808,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,65,60,1,-2,0,0,0,-1,0,0,-1,6.403064,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,67,62,1,0,2,1,25937577361,-1,0,0,8.170017,8.175,2.276726,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,67,62,1,0,2,1,25937577361,-1,0,0,8.169995,8.174984,2.276723,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,67,62,1,0,2,1,25937577361,-1,0,0,8.169976,8.174972,2.276721,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,67,62,1,0,2,0,0,-1,0,0,-1,6.403098,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,67,58,1,0,-2,1,25937577361,-1,0,0,8.182285,8.189982,2.279068,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,67,58,1,0,-2,1,25937577361,-1,0,0,8.182271,8.187468,2.278676,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,67,58,1,0,-2,1,25937577361,-1,0,0,8.182271,8.187448,2.278672,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,67,58,1,0,-2,0,0,-1,0,0,-1,6.403084,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,71,60,1,4,0,1,25937577361,-1,0,0,8.191363,8.204976,2.28141,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,71,60,1,4,0,1,25937577361,-1,0,0,8.191307,8.199978,2.28063,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,71,60,1,4,0,1,25937577361,-1,0,0,8.191284,8.193785,2.279662,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,71,60,1,4,0,0,0,-1,0,0,-1,6.403083,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,63,60,0,-4,0,1,25937577361,-1,0,0,8.179484,8.190029,2.279065,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,63,60,0,-4,0,1,25937577361,-1,0,0,8.179459,8.187506,2.278671,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,63,60,0,-4,0,1,25937577361,-1,0,0,8.179531,8.18118,2.277683,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,63,60,0,-4,0,0,0,-1,0,0,-1,6.403135,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,67,64,1,0,4,1,25836914057,-1,0,0,8.240314,8.24998,2.288416,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,67,64,1,0,4,1,25836914057,-1,0,0,8.240271,8.24999,2.288417,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,67,64,1,0,4,1,25836914057,-1,0,0,8.240255,8.243733,2.28744,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,67,64,1,0,4,0,0,-1,0,0,-1,6.403198,0,1,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.015,0.003125,67,56,1,0,-4,1,25836914057,-1,0,0,8.267394,8.279987,2.293107,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.0125,0.003125,67,56,1,0,-4,1,25836914057,-1,0,0,8.267375,8.274972,2.292324,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.00625,0.003125,67,56,1,0,-4,1,25836914057,-1,0,0,8.267376,8.268709,2.291346,0,0.003125
geometry:25937577361:centroid,geometry:25937577361,0.003125,0.003125,67,56,1,0,-4,0,0,-1,0,0,-1,6.403172,0,1,0.003125
