sample_id,step_length,runtime_ms,step_count,event_count,refinement_count,graph_stability,decision_risk
oracle_px_0008_40_26,0.018,0,475,0,0,0.99799,0.00201
oracle_px_0008_40_26,0.016,1,534,0,0,0.998703,0.001297
oracle_px_0008_40_26,0.015,1,569,0,0,0.99975,0.00025
oracle_px_0008_40_26,0.014,1,610,0,0,0.999166,0.000834
oracle_px_0008_40_26,0.013,1,657,0,0,0.999049,0.000951
oracle_px_0008_40_26,0.0125,1,683,0,0,0.999471,0.000529
oracle_px_0008_40_26,0.011,1,776,0,0,0.999627,0.000373
oracle_px_0008_40_26,0.01,1,854,0,0,0.999145,0.000855
oracle_px_0008_40_26,0.0075,2,1138,0,0,0.999732,0.000268
oracle_px_0008_40_26,0.00625,2,1366,0,0,0.99946,0.00054
oracle_px_0008_40_26,0.003125,5,2731,0,0,0.999774,0.000226
oracle_px_0009_41_26,0.000781,20,10918,0,0,1,0
oracle_px_0009_41_26,0.02,0,427,0,0,0.998537,0.001463
oracle_px_0009_41_26,0.018,0,474,0,0,0.999476,0.000524
oracle_px_0009_41_26,0.016,1,534,0,0,0.998077,0.001923
oracle_px_0009_41_26,0.015,1,569,0,0,0.999124,0.000877
oracle_px_0009_41_26,0.014,1,610,0,0,0.998541,0.001459
oracle_px_0009_41_26,0.013,1,657,0,0,0.99842,0.00158
oracle_px_0009_41_26,0.0125,1,683,0,0,0.998842,0.001158
oracle_px_0009_41_26,0.011,1,776,0,0,0.998999,0.001001
oracle_px_0009_41_26,0.01,1,853,0,0,0.999688,0.000312
oracle_px_0009_41_26,0.0075,2,1138,0,0,0.999114,0.000887
oracle_px_0009_41_26,0.00625,2,1365,0,0,0.999583,0.000417
oracle_px_0009_41_26,0.003125,4,2730,0,0,0.999521,0.000479
oracle_px_0010_42_26,0.000781,60,10913,0,0,1,0
oracle_px_0010_42_26,0.02,1,427,0,0,0.998156,0.001844
oracle_px_0010_42_26,0.018,1,474,0,0,0.999095,0.000905
oracle_px_0010_42_26,0.016,1,533,0,0,0.999576,0.000424
oracle_px_0010_42_26,0.015,1,569,0,0,0.998745,0.001255
oracle_px_0010_42_26,0.014,1,609,0,0,0.999804,0.000196
oracle_px_0010_42_26,0.013,1,656,0,0,0.999567,0.000433
oracle_px_0010_42_26,0.0125,1,683,0,0,0.998463,0.001537
oracle_px_0010_42_26,0.011,1,776,0,0,0.998619,0.001381
oracle_px_0010_42_26,0.01,1,853,0,0,0.999306,0.000694
oracle_px_0010_42_26,0.0075,2,1137,0,0,0.999609,0.000392
oracle_px_0010_42_26,0.00625,2,1365,0,0,0.999205,0.000795
oracle_px_0010_42_26,0.003125,5,2729,0,0,0.999509,0.000491
oracle_px_0011_43_26,0.000781,20,10907,0,0,1,0
oracle_px_0011_43_26,0.02,1,427,0,0,0.997526,0.002474
oracle_px_0011_43_26,0.018,1,474,0,0,0.998464,0.001536
oracle_px_0011_43_26,0.016,1,533,0,0,0.998947,0.001053
oracle_px_0011_43_26,0.015,1,569,0,0,0.998115,0.001885
oracle_px_0011_43_26,0.014,1,609,0,0,0.999174,0.000826
oracle_px_0011_43_26,0.013,1,656,0,0,0.998935,0.001065
oracle_px_0011_43_26,0.0125,1,682,0,0,0.999298,0.000702
oracle_px_0011_43_26,0.011,2,775,0,0,0.999275,0.000725
oracle_px_0011_43_26,0.01,2,853,0,0,0.998673,0.001327
oracle_px_0011_43_26,0.0075,3,1137,0,0,0.998971,0.001029
oracle_px_0011_43_26,0.00625,3,1364,0,0,0.999307,0.000693
oracle_px_0011_43_26,0.003125,7,2727,0,0,0.999611,0.000389
oracle_px_0012_44_26,0.000781,19,10903,0,0,1,0
oracle_px_0012_44_26,0.02,0,426,0,0,0.999577,0.000423
oracle_px_0012_44_26,0.018,0,474,0,0,0.998173,0.001827
oracle_px_0012_44_26,0.016,0,533,0,0,0.998653,0.001347
oracle_px_0012_44_26,0.015,1,568,0,0,0.999582,0.000418
oracle_px_0012_44_26,0.014,1,609,0,0,0.998887,0.001113
oracle_px_0012_44_26,0.013,1,656,0,0,0.998647,0.001353
oracle_px_0012_44_26,0.0125,1,682,0,0,0.999011,0.000989
oracle_px_0012_44_26,0.011,1,775,0,0,0.998986,0.001014
oracle_px_0012_44_26,0.01,1,852,0,0,0.999554,0.000446
oracle_px_0012_44_26,0.0075,2,1136,0,0,0.999572,0.000428
oracle_px_0012_44_26,0.00625,2,1363,0,0,0.999735,0.000265
oracle_px_0012_44_26,0.003125,32,2726,0,0,0.999682,0.000318
oracle_px_0013_45_26,0.000781,21,10897,0,0,1,0
oracle_px_0013_45_26,0.02,0,426,0,0,0.998943,0.001057
oracle_px_0013_45_26,0.018,1,473,0,0,0.99965,0.00035
oracle_px_0013_45_26,0.016,1,533,0,0,0.998016,0.001984
oracle_px_0013_45_26,0.015,1,568,0,0,0.998951,0.001049
oracle_px_0013_45_26,0.014,1,609,0,0,0.998247,0.001753
oracle_px_0013_45_26,0.013,1,655,0,0,0.999533,0.000467
oracle_px_0013_45_26,0.0125,1,682,0,0,0.998369,0.001631
oracle_px_0013_45_26,0.011,1,774,0,0,0.999646,0.000354
oracle_px_0013_45_26,0.01,1,852,0,0,0.99892,0.00108
oracle_px_0013_45_26,0.0075,2,1136,0,0,0.998936,0.001064
oracle_px_0013_45_26,0.00625,2,1363,0,0,0.9991,0.0009
oracle_px_0013_45_26,0.003125,4,2725,0,0,0.999419,0.000581
oracle_px_0014_46_26,0.000781,28,10892,0,0,1,0
oracle_px_0014_46_26,0.02,0,426,0,0,0.998564,0.001436
oracle_px_0014_46_26,0.018,0,473,0,0,0.999265,0.000736
oracle_px_0014_46_26,0.016,1,532,0,0,0.999513,0.000487
oracle_px_0014_46_26,0.015,1,568,0,0,0.998568,0.001432
oracle_px_0014_46_26,0.014,1,608,0,0,0.999507,0.000493
oracle_px_0014_46_26,0.013,1,655,0,0,0.999158,0.000842
oracle_px_0014_46_26,0.0125,1,681,0,0,0.99946,0.00054
oracle_px_0014_46_26,0.011,1,774,0,0,0.999258,0.000742
oracle_px_0014_46_26,0.01,1,851,0,0,0.999719,0.000281
oracle_px_0014_46_26,0.0075,2,1135,0,0,0.999434,0.000566
oracle_px_0014_46_26,0.00625,2,1362,0,0,0.999461,0.000539
oracle_px_0014_46_26,0.003125,5,2723,0,0,0.999742,0.000258
oracle_px_0015_47_26,0.000781,18,10886,0,0,1,0
oracle_px_0015_47_26,0.02,1,426,0,0,0.997918,0.002082
oracle_px_0015_47_26,0.018,1,473,0,0,0.998624,0.001376
oracle_px_0015_47_26,0.016,1,532,0,0,0.998871,0.001129
oracle_px_0015_47_26,0.015,1,568,0,0,0.997925,0.002076
oracle_px_0015_47_26,0.014,1,608,0,0,0.998863,0.001137
oracle_px_0015_47_26,0.013,1,655,0,0,0.998511,0.001489
oracle_px_0015_47_26,0.0125,1,681,0,0,0.998814,0.001186
oracle_px_0015_47_26,0.011,3,774,0,0,0.99862,0.00138
oracle_px_0015_47_26,0.01,2,851,0,0,0.999067,0.000933
oracle_px_0015_47_26,0.0075,2,1134,0,0,0.999674,0.000326
oracle_px_0015_47_26,0.00625,2,1361,0,0,0.999539,0.000461
oracle_px_0015_47_26,0.003125,4,2722,0,0,0.999467,0.000533
oracle_px_0016_48_26,0.000781,21,10882,0,0,1,0
oracle_px_0016_48_26,0.02,0,426,0,0,0.997616,0.002384
oracle_px_0016_48_26,0.018,0,473,0,0,0.998319,0.001681
oracle_px_0016_48_26,0.016,0,532,0,0,0.998564,0.001436
oracle_px_0016_48_26,0.015,0,567,0,0,0.99938,0.00062
oracle_px_0016_48_26,0.014,1,608,0,0,0.998563,0.001437
oracle_px_0016_48_26,0.013,1,654,0,0,0.999737,0.000263
oracle_px_0016_48_26,0.0125,27,681,0,0,0.998511,0.001489
oracle_px_0016_48_26,0.011,1,773,0,0,0.999606,0.000394
oracle_px_0016_48_26,0.01,2,851,0,0,0.998771,0.001229
oracle_px_0016_48_26,0.0075,2,1134,0,0,0.999371,0.000629
oracle_px_0016_48_26,0.00625,3,1361,0,0,0.999246,0.000754
oracle_px_0016_48_26,0.003125,7,2721,0,0,0.999546,0.000454
oracle_px_0017_32_27,0.000781,22,10959,0,0,1,0
oracle_px_0017_32_27,0.02,0,429,0,0,0.997684,0.002316
oracle_px_0017_32_27,0.018,0,476,0,0,0.99909,0.00091
oracle_px_0017_32_27,0.016,1,536,0,0,0.998168,0.001832
oracle_px_0017_32_27,0.015,1,571,0,0,0.999446,0.000554
oracle_px_0017_32_27,0.014,1,612,0,0,0.999093,0.000907
oracle_px_0017_32_27,0.013,1,659,0,0,0.999212,0.000788
oracle_px_0017_32_27,0.0125,1,685,0,0,0.999744,0.000256
oracle_px_0017_32_27,0.011,1,779,0,0,0.998965,0.001035
oracle_px_0017_32_27,0.01,1,857,0,0,0.998835,0.001165
oracle_px_0017_32_27,0.0075,2,1142,0,0,0.999423,0.000577
oracle_px_0017_32_27,0.00625,3,1370,0,0,0.999752,0.000248
oracle_px_0017_32_27,0.003125,5,2740,0,0,0.999689,0.000311
oracle_px_0018_33_27,0.000781,18,10953,0,0,1,0
oracle_px_0018_33_27,0.02,0,428,0,0,0.999385,0.000615
oracle_px_0018_33_27,0.018,0,476,0,0,0.998455,0.001545
oracle_px_0018_33_27,0.016,0,535,0,0,0.999404,0.000596
oracle_px_0018_33_27,0.015,0,571,0,0,0.998805,0.001195
oracle_px_0018_33_27,0.014,1,612,0,0,0.998461,0.001539
oracle_px_0018_33_27,0.013,1,659,0,0,0.998569,0.001431
oracle_px_0018_33_27,0.0125,1,685,0,0,0.999114,0.000886
oracle_px_0018_33_27,0.011,1,778,0,0,0.999619,0.000381
oracle_px_0018_33_27,0.01,1,856,0,0,0.999361,0.000639
oracle_px_0018_33_27,0.0075,1,1141,0,0,0.999672,0.000328
oracle_px_0018_33_27,0.00625,2,1370,0,0,0.999103,0.000897
oracle_px_0018_33_27,0.003125,4,2739,0,0,0.999396,0.000604
oracle_px_0019_34_27,0.000781,55,10948,0,0,1,0
oracle_px_0019_34_27,0.02,0,428,0,0,0.999024,0.000976
oracle_px_0019_34_27,0.018,0,476,0,0,0.998088,0.001912
oracle_px_0019_34_27,0.016,0,535,0,0,0.999038,0.000962
oracle_px_0019_34_27,0.015,0,571,0,0,0.998446,0.001554
oracle_px_0019_34_27,0.014,1,611,0,0,0.999731,0.000269
oracle_px_0019_34_27,0.013,1,658,0,0,0.999733,0.000267
oracle_px_0019_34_27,0.0125,1,685,0,0,0.998745,0.001255
oracle_px_0019_34_27,0.011,1,778,0,0,0.999254,0.000746
oracle_px_0019_34_27,0.01,1,856,0,0,0.999008,0.000992
oracle_px_0019_34_27,0.0075,1,1141,0,0,0.999308,0.000692
oracle_px_0019_34_27,0.00625,2,1369,0,0,0.999474,0.000526
oracle_px_0019_34_27,0.003125,4,2737,0,0,0.999793,0.000208
oracle_px_0020_35_27,0.000781,19,10942,0,0,1,0
oracle_px_0020_35_27,0.02,1,428,0,0,0.998419,0.001581
oracle_px_0020_35_27,0.018,1,475,0,0,0.999589,0.000411
oracle_px_0020_35_27,0.016,1,535,0,0,0.998432,0.001568
oracle_px_0020_35_27,0.015,1,570,0,0,0.999588,0.000412
oracle_px_0020_35_27,0.014,1,611,0,0,0.999127,0.000873
oracle_px_0020_35_27,0.013,1,658,0,0,0.999122,0.000878
oracle_px_0020_35_27,0.0125,1,684,0,0,0.999607,0.000393
oracle_px_0020_35_27,0.011,2,778,0,0,0.998643,0.001357
oracle_px_0020_35_27,0.01,2,855,0,0,0.999568,0.000432
oracle_px_0020_35_27,0.0075,3,1140,0,0,0.999572,0.000428
oracle_px_0020_35_27,0.00625,3,1368,0,0,0.999608,0.000392
oracle_px_0020_35_27,0.003125,7,2736,0,0,0.999542,0.000458
oracle_px_0021_36_27,0.000781,20,10936,0,0,1,0
oracle_px_0021_36_27,0.02,0,428,0,0,0.997809,0.002191
oracle_px_0021_36_27,0.018,0,475,0,0,0.99898,0.00102
oracle_px_0021_36_27,0.016,0,534,0,0,0.999696,0.000304
oracle_px_0021_36_27,0.015,1,570,0,0,0.99898,0.00102
oracle_px_0021_36_27,0.014,1,611,0,0,0.998518,0.001482
oracle_px_0021_36_27,0.013,1,658,0,0,0.998512,0.001488
oracle_px_0021_36_27,0.0125,1,684,0,0,0.998997,0.001003
oracle_px_0021_36_27,0.011,1,777,0,0,0.99932,0.00068
oracle_px_0021_36_27,0.01,1,855,0,0,0.998958,0.001042
oracle_px_0021_36_27,0.0075,2,1140,0,0,0.998962,0.001038
oracle_px_0021_36_27,0.00625,2,1367,0,0,0.999719,0.000281
oracle_px_0021_36_27,0.003125,7,2735,0,0,0.999282,0.000718
oracle_px_0022_37_27,0.000781,19,10931,0,0,1,0
oracle_px_0022_37_27,0.02,0,427,0,0,0.999788,0.000212
oracle_px_0022_37_27,0.018,0,475,0,0,0.998618,0.001382
oracle_px_0022_37_27,0.016,0,534,0,0,0.999334,0.000666
oracle_px_0022_37_27,0.015,0,570,0,0,0.998618,0.001382
oracle_px_0022_37_27,0.014,1,610,0,0,0.999796,0.000204
oracle_px_0022_37_27,0.013,1,657,0,0,0.999672,0.000328
oracle_px_0022_37_27,0.0125,1,684,0,0,0.998634,0.001366
oracle_px_0022_37_27,0.011,1,777,0,0,0.998958,0.001042
oracle_px_0022_37_27,0.01,1,854,0,0,0.999767,0.000233
oracle_px_0022_37_27,0.0075,2,1139,0,0,0.999478,0.000522
oracle_px_0022_37_27,0.00625,2,1367,0,0,0.999367,0.000633
oracle_px_0022_37_27,0.003125,4,2733,0,0,0.999647,0.000353
oracle_px_0023_38_27,0.000781,28,10925,0,0,1,0
oracle_px_0023_38_27,0.02,0,427,0,0,0.999163,0.000837
oracle_px_0023_38_27,0.018,0,475,0,0,0.997991,0.002009
oracle_px_0023_38_27,0.016,0,534,0,0,0.998714,0.001286
oracle_px_0023_38_27,0.015,1,570,0,0,0.997997,0.002003
oracle_px_0023_38_27,0.014,1,610,0,0,0.999175,0.000825
oracle_px_0023_38_27,0.013,1,657,0,0,0.999051,0.000949
oracle_px_0023_38_27,0.0125,1,683,0,0,0.99947,0.00053
oracle_px_0023_38_27,0.011,1,776,0,0,0.999626,0.000374
oracle_px_0023_38_27,0.01,1,854,0,0,0.999146,0.000854
oracle_px_0023_38_27,0.0075,1,1139,0,0,0.99886,0.001141
oracle_px_0023_38_27,0.00625,2,1366,0,0,0.999467,0.000533
oracle_px_0023_38_27,0.003125,4,2732,0,0,0.999418,0.000582
oracle_px_0024_39_27,0.000781,45,10920,0,0,1,0
oracle_px_0024_39_27,0.02,1,427,0,0,0.9988,0.0012
oracle_px_0024_39_27,0.018,1,474,0,0,0.999737,0.000263
oracle_px_0024_39_27,0.016,1,534,0,0,0.998343,0.001657
oracle_px_0024_39_27,0.015,1,569,0,0,0.999391,0.000609
oracle_px_0024_39_27,0.014,1,610,0,0,0.998803,0.001197
oracle_px_0024_39_27,0.013,1,657,0,0,0.998687,0.001313
oracle_px_0024_39_27,0.0125,1,683,0,0,0.999106,0.000894
oracle_px_0024_39_27,0.011,1,776,0,0,0.999264,0.000736
oracle_px_0024_39_27,0.01,1,854,0,0,0.998772,0.001228
oracle_px_0024_39_27,0.0075,1,1138,0,0,0.999377,0.000623
oracle_px_0024_39_27,0.00625,2,1365,0,0,0.999828,0.000172
oracle_px_0024_39_27,0.003125,4,2730,0,0,0.999776,0.000224
oracle_px_0025_40_27,0.000781,19,10914,0,0,1,0
oracle_px_0025_40_27,0.02,0,427,0,0,0.998174,0.001826
oracle_px_0025_40_27,0.018,0,474,0,0,0.999111,0.000889
oracle_px_0025_40_27,0.016,0,533,0,0,0.999592,0.000408
oracle_px_0025_40_27,0.015,1,569,0,0,0.998764,0.001236
oracle_px_0025_40_27,0.014,1,610,0,0,0.998184,0.001816
oracle_px_0025_40_27,0.013,1,656,0,0,0.999583,0.000417
oracle_px_0025_40_27,0.0125,1,683,0,0,0.998477,0.001523
oracle_px_0025_40_27,0.011,2,776,0,0,0.998633,0.001367
oracle_px_0025_40_27,0.01,2,853,0,0,0.999325,0.000675
oracle_px_0025_40_27,0.0075,2,1137,0,0,0.999619,0.000381
oracle_px_0025_40_27,0.00625,3,1365,0,0,0.999217,0.000783
oracle_px_0025_40_27,0.003125,7,2729,0,0,0.99952,0.00048
oracle_px_0026_41_27,0.000781,19,10910,0,0,1,0
oracle_px_0026_41_27,0.02,0,427,0,0,0.997892,0.002108
oracle_px_0026_41_27,0.018,0,474,0,0,0.998828,0.001172
oracle_px_0026_41_27,0.016,0,533,0,0,0.999309,0.000691
oracle_px_0026_41_27,0.015,1,569,0,0,0.99848,0.00152
oracle_px_0026_41_27,0.014,1,609,0,0,0.999544,0.000456
oracle_px_0026_41_27,0.013,1,656,0,0,0.9993,0.0007
oracle_px_0026_41_27,0.0125,1,682,0,0,0.999667,0.000333
oracle_px_0026_41_27,0.011,1,775,0,0,0.999647,0.000353
oracle_px_0026_41_27,0.01,1,853,0,0,0.999038,0.000962
oracle_px_0026_41_27,0.0075,2,1137,0,0,0.999344,0.000656
oracle_px_0026_41_27,0.00625,2,1364,0,0,0.999668,0.000332
oracle_px_0026_41_27,0.003125,4,2728,0,0,0.999601,0.000399
oracle_px_0027_42_27,0.000781,18,10904,0,0,1,0
oracle_px_0027_42_27,0.02,0,426,0,0,0.99961,0.00039
oracle_px_0027_42_27,0.018,0,474,0,0,0.998205,0.001795
oracle_px_0027_42_27,0.016,0,533,0,0,0.998685,0.001315
oracle_px_0027_42_27,0.015,1,568,0,0,0.999616,0.000384
oracle_px_0027_42_27,0.014,1,609,0,0,0.998918,0.001082
oracle_px_0027_42_27,0.013,1,656,0,0,0.998672,0.001328
oracle_px_0027_42_27,0.0125,1,682,0,0,0.999042,0.000958
oracle_px_0027_42_27,0.011,1,775,0,0,0.99902,0.00098
oracle_px_0027_42_27,0.01,1,852,0,0,0.999593,0.000407
oracle_px_0027_42_27,0.0075,1,1136,0,0,0.999607,0.000393
oracle_px_0027_42_27,0.00625,2,1363,0,0,0.999775,0.000225
oracle_px_0027_42_27,0.003125,4,2726,0,0,0.999708,0.000292
oracle_px_0028_43_27,0.000781,54,10899,0,0,1,0
oracle_px_0028_43_27,0.02,0,426,0,0,0.999233,0.000767
oracle_px_0028_43_27,0.018,0,474,0,0,0.997821,0.002179
oracle_px_0028_43_27,0.016,0,533,0,0,0.998306,0.001694
oracle_px_0028_43_27,0.015,0,568,0,0,0.999239,0.000761
oracle_px_0028_43_27,0.014,1,609,0,0,0.998537,0.001463
oracle_px_0028_43_27,0.013,1,655,0,0,0.99982,0.00018
oracle_px_0028_43_27,0.0125,1,682,0,0,0.998662,0.001338
oracle_px_0028_43_27,0.011,1,775,0,0,0.998638,0.001362
oracle_px_0028_43_27,0.01,1,852,0,0,0.999212,0.000788
oracle_px_0028_43_27,0.0075,2,1136,0,0,0.999222,0.000778
oracle_px_0028_43_27,0.00625,2,1363,0,0,0.999396,0.000604
oracle_px_0028_43_27,0.003125,5,2725,0,0,0.999695,0.000305
oracle_px_0029_44_27,0.000781,20,10893,0,0,1,0
oracle_px_0029_44_27,0.02,1,426,0,0,0.998596,0.001404
oracle_px_0029_44_27,0.018,1,473,0,0,0.999303,0.000697
oracle_px_0029_44_27,0.016,1,532,0,0,0.999546,0.000454
oracle_px_0029_44_27,0.015,1,568,0,0,0.998597,0.001403
oracle_px_0029_44_27,0.014,1,608,0,0,0.999539,0.000461
oracle_px_0029_44_27,0.013,1,655,0,0,0.999185,0.000815
oracle_px_0029_44_27,0.0125,1,681,0,0,0.999495,0.000505
oracle_px_0029_44_27,0.011,1,774,0,0,0.999296,0.000705
oracle_px_0029_44_27,0.01,2,852,0,0,0.998575,0.001425
oracle_px_0029_44_27,0.0075,2,1135,0,0,0.999461,0.00054
oracle_px_0029_44_27,0.00625,3,1362,0,0,0.999497,0.000503
oracle_px_0029_44_27,0.003125,7,2724,0,0,0.99943,0.00057
oracle_px_0030_45_27,0.000781,19,10889,0,0,1,0
oracle_px_0030_45_27,0.02,0,426,0,0,0.998303,0.001697
oracle_px_0030_45_27,0.018,0,473,0,0,0.999008,0.000992
oracle_px_0030_45_27,0.016,0,532,0,0,0.999256,0.000744
oracle_px_0030_45_27,0.015,1,568,0,0,0.998306,0.001694
