anchor_id,object_id,step_length,reference_step_length,projected_x,projected_y,projected_tile,object_centroid_projected_x,object_centroid_projected_y,radial_dist_from_object_centroid,radial_angle_from_object_centroid,nearest_anchor_kind,nearest_corner_dist,nearest_edge_dist,sample_phase,neighborhood_center_x,neighborhood_center_y,neighborhood_radius,neighborhood_direction,radial_offset_x,radial_offset_y,hit,collider_id,domain_id,boundary_events,portal_events,hit_distance,path_length,normal_x,normal_y,normal_z,decision_risk,matched_reference_decision,required_precision_label
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,anchor_probe,160,90,1,diagonal_northwest,-1,-1,1,25887245710,-1,0,0,7.991127,7.994978,-0.139173,0,0.990268,2.248616,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,anchor_probe,160,90,1,diagonal_northwest,-1,-1,1,25887245710,-1,0,0,7.991059,8.000019,-0.139173,0,0.990268,2.249403,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,anchor_probe,160,90,1,diagonal_northwest,-1,-1,1,25887245710,-1,0,0,7.991085,7.993708,-0.139173,0,0.990268,2.248417,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,159,89,2,160,90,1.414214,-2.356194,Centroid,-1,65.00769,anchor_probe,160,90,1,diagonal_northwest,-1,-1,0,0,-1,0,0,-1,6.403074,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_east,2,0,1,25887245710,-1,0,0,7.983944,7.995028,-0.139173,0,0.990268,2.248612,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_east,2,0,1,25887245710,-1,0,0,7.983937,7.987507,-0.139173,0,0.990268,2.247438,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_east,2,0,1,25887245710,-1,0,0,7.983902,7.987508,-0.139173,0,0.990268,2.247438,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,162,90,2,160,90,2,0,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_east,2,0,0,0,-1,0,0,-1,6.403131,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_west,-2,0,1,25887245710,-1,0,0,7.993574,7.994987,-0.139173,0,0.990268,2.248616,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_west,-2,0,1,25887245710,-1,0,0,7.993563,7.99997,-0.139173,0,0.990268,2.249394,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_west,-2,0,1,25887245710,-1,0,0,7.993546,7.993703,-0.139173,0,0.990268,2.248415,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,158,90,2,160,90,2,3.141593,Centroid,-1,65.03076,anchor_probe,160,90,2,cardinal_west,-2,0,0,0,-1,0,0,-1,6.403081,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,anchor_probe,160,90,2,cardinal_south,0,2,1,25887245710,-1,0,0,7.989021,7.995019,-0.139173,0,0.990268,2.248601,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,anchor_probe,160,90,2,cardinal_south,0,2,1,25887245710,-1,0,0,7.989039,7.999974,-0.139173,0,0.990268,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,anchor_probe,160,90,2,cardinal_south,0,2,1,25887245710,-1,0,0,7.989019,7.993709,-0.139173,0,0.990268,2.248397,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,92,2,160,90,2,1.570796,Centroid,-1,63,anchor_probe,160,90,2,cardinal_south,0,2,0,0,-1,0,0,-1,6.403179,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,anchor_probe,160,90,2,cardinal_north,0,-2,1,25887245710,-1,0,0,7.988837,7.99497,-0.139173,0,0.990268,2.248602,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,anchor_probe,160,90,2,cardinal_north,0,-2,1,25887245710,-1,0,0,7.988768,8.000011,-0.139173,0,0.990268,2.24939,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,anchor_probe,160,90,2,cardinal_north,0,-2,1,25887245710,-1,0,0,7.988731,7.993763,-0.139173,0,0.990268,2.248414,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,88,2,160,90,2,-1.570796,Centroid,-1,64,anchor_probe,160,90,2,cardinal_north,0,-2,0,0,-1,0,0,-1,6.403136,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southeast,2,2,1,25887245710,-1,0,0,7.984302,7.995021,-0.139173,0,0.990268,2.248623,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southeast,2,2,1,25887245710,-1,0,0,7.984272,7.987524,-0.139173,0,0.990268,2.247452,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southeast,2,2,1,25887245710,-1,0,0,7.984221,7.987539,-0.139173,0,0.990268,2.247455,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,162,92,2,160,90,2.828427,0.785398,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southeast,2,2,0,0,-1,0,0,-1,6.403069,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northeast,2,-2,1,25887245710,-1,0,0,7.984069,7.995019,-0.139173,0,0.990268,2.2486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northeast,2,-2,1,25887245710,-1,0,0,7.984081,7.987481,-0.139173,0,0.990268,2.247422,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northeast,2,-2,1,25887245710,-1,0,0,7.983974,7.987553,-0.139173,0,0.990268,2.247433,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,162,88,2,160,90,2.828427,-0.785398,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northeast,2,-2,0,0,-1,0,0,-1,6.40319,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southwest,-2,2,1,25887245710,-1,0,0,7.993931,7.994981,-0.139173,0,0.990268,2.248591,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southwest,-2,2,1,25887245710,-1,0,0,7.993897,7.999987,-0.139173,0,0.990268,2.249373,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southwest,-2,2,1,25887245710,-1,0,0,7.993865,7.999984,-0.139173,0,0.990268,2.249372,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,158,92,2,160,90,2.828427,2.356194,Centroid,-1,63.03174,anchor_probe,160,90,3,diagonal_southwest,-2,2,0,0,-1,0,0,-1,6.403203,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northwest,-2,-2,1,25887245710,-1,0,0,7.993695,7.994982,-0.139173,0,0.990268,2.2486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northwest,-2,-2,1,25887245710,-1,0,0,7.99363,8.000021,-0.139173,0,0.990268,2.249387,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northwest,-2,-2,1,25887245710,-1,0,0,7.993579,7.993786,-0.139173,0,0.990268,2.248413,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,158,88,2,160,90,2.828427,-2.356194,Centroid,-1,64.03124,anchor_probe,160,90,3,diagonal_northwest,-2,-2,0,0,-1,0,0,-1,6.403159,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_east,4,0,1,25887245710,-1,0,0,7.979438,7.979969,-0.139173,0,0.990268,2.246249,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_east,4,0,1,25887245710,-1,0,0,7.979408,7.987472,-0.139173,0,0.990268,2.247421,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_east,4,0,1,25887245710,-1,0,0,7.979377,7.981217,-0.139173,0,0.990268,2.246444,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,164,90,2,160,90,4,0,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_east,4,0,0,0,-1,0,0,-1,6.403189,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_west,-4,0,1,25887245710,-1,0,0,7.998569,8.010017,-0.139173,0,0.990268,2.250943,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_west,-4,0,1,25887245710,-1,0,0,7.998583,7.999976,-0.139173,0,0.990268,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_west,-4,0,1,25887245710,-1,0,0,7.998476,8.000048,-0.139173,0,0.990268,2.249386,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,156,90,2,160,90,4,3.141593,Centroid,-1,65.12296,anchor_probe,160,90,4,cardinal_west,-4,0,0,0,-1,0,0,-1,6.403185,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,anchor_probe,160,90,4,cardinal_south,0,4,1,25887245710,-1,0,0,7.989877,7.994982,-0.139173,0,0.990268,2.248608,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,anchor_probe,160,90,4,cardinal_south,0,4,1,25887245710,-1,0,0,7.989832,8,-0.139173,0,0.990268,2.249392,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,anchor_probe,160,90,4,cardinal_south,0,4,1,25887245710,-1,0,0,7.98972,7.993826,-0.139173,0,0.990268,2.248427,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,94,2,160,90,4,1.570796,Centroid,-1,61,anchor_probe,160,90,4,cardinal_south,0,4,0,0,-1,0,0,-1,6.403117,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,anchor_probe,160,90,4,cardinal_north,0,-4,1,25887245710,-1,0,0,7.989378,7.995013,-0.139173,0,0.990268,2.248613,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,anchor_probe,160,90,4,cardinal_north,0,-4,1,25887245710,-1,0,0,7.989373,7.999991,-0.139173,0,0.990268,2.24939,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,anchor_probe,160,90,4,cardinal_north,0,-4,1,25887245710,-1,0,0,7.989338,7.99374,-0.139173,0,0.990268,2.248414,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,86,2,160,90,4,-1.570796,Centroid,-1,62,anchor_probe,160,90,4,cardinal_north,0,-4,0,0,-1,0,0,-1,6.403117,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southeast,4,4,1,25887245710,-1,0,0,7.980587,7.994987,-0.139173,0,0.990268,2.248597,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southeast,4,4,1,25887245710,-1,0,0,7.980519,7.987528,-0.139173,0,0.990268,2.247432,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southeast,4,4,1,25887245710,-1,0,0,7.980542,7.98122,-0.139173,0,0.990268,2.246447,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,164,94,2,160,90,5.656854,0.785398,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southeast,4,4,0,0,-1,0,0,-1,6.403176,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northeast,4,-4,1,25887245710,-1,0,0,7.980105,7.995003,-0.139173,0,0.990268,2.248621,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northeast,4,-4,1,25887245710,-1,0,0,7.980057,7.987524,-0.139173,0,0.990268,2.247452,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northeast,4,-4,1,25887245710,-1,0,0,7.980007,7.981289,-0.139173,0,0.990268,2.246479,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,164,86,2,160,90,5.656854,-0.785398,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northeast,4,-4,0,0,-1,0,0,-1,6.403069,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southwest,-4,4,1,25887245710,-1,0,0,7.999784,8.009974,-0.139173,0,0.990268,2.250939,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southwest,-4,4,1,25887245710,-1,0,0,7.999698,8.000031,-0.139173,0,0.990268,2.249386,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southwest,-4,4,1,25887245710,-1,0,0,7.999644,8.00005,-0.139173,0,0.990268,2.249389,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,156,94,2,160,90,5.656854,2.356194,Centroid,-1,61.13101,anchor_probe,160,90,6,diagonal_southwest,-4,4,0,0,-1,0,0,-1,6.403171,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northwest,-4,-4,1,25887245710,-1,0,0,7.9993,8.009989,-0.139173,0,0.990268,2.250941,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northwest,-4,-4,1,25887245710,-1,0,0,7.999238,8.000023,-0.139173,0,0.990268,2.249385,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northwest,-4,-4,1,25887245710,-1,0,0,7.999261,7.999964,-0.139173,0,0.990268,2.249375,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,156,86,2,160,90,5.656854,-2.356194,Centroid,-1,62.1289,anchor_probe,160,90,6,diagonal_northwest,-4,-4,0,0,-1,0,0,-1,6.403171,0,1,0,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,168,90,2,160,90,8,0,Centroid,-1,65.49046,anchor_probe,160,90,8,cardinal_east,8,0,1,25887245710,-1,0,0,7.97073,7.980008,-0.139173,0,0.990268,2.246266,0,0.003125
