family_id,sample_id,pixel_x,pixel_y,offset_x,offset_y,family_class,collider_id,boundary_event_count,path_length
oracle_px_0002_34_26:family:1:-1,oracle_px_0002_34_26,35,25,1,-1,stable_family,25836914057,0,8.562707
oracle_px_0002_34_26:family:-1:1,oracle_px_0002_34_26,33,27,-1,1,stable_family,25836914057,0,8.558021
oracle_px_0002_34_26:family:-1:-1,oracle_px_0002_34_26,33,25,-1,-1,stable_family,25836914057,0,8.57208
oracle_px_0003_35_26:family:0:0,oracle_px_0003_35_26,35,26,0,0,stable_family,25836914057,0,8.556458
oracle_px_0003_35_26:family:1:0,oracle_px_0003_35_26,36,26,1,0,stable_family,25836914057,0,8.551772
oracle_px_0003_35_26:family:-1:0,oracle_px_0003_35_26,34,26,-1,0,stable_family,25836914057,0,8.559583
oracle_px_0003_35_26:family:0:1,oracle_px_0003_35_26,35,27,0,1,stable_family,25836914057,0,8.548648
oracle_px_0003_35_26:family:0:-1,oracle_px_0003_35_26,35,25,0,-1,stable_family,25836914057,0,8.562707
oracle_px_0003_35_26:family:1:1,oracle_px_0003_35_26,36,27,1,1,stable_family,25836914057,0,8.545524
oracle_px_0003_35_26:family:1:-1,oracle_px_0003_35_26,36,25,1,-1,stable_family,25836914057,0,8.558021
oracle_px_0003_35_26:family:-1:1,oracle_px_0003_35_26,34,27,-1,1,stable_family,25836914057,0,8.553334
oracle_px_0003_35_26:family:-1:-1,oracle_px_0003_35_26,34,25,-1,-1,stable_family,25836914057,0,8.567393
oracle_px_0004_36_26:family:0:0,oracle_px_0004_36_26,36,26,0,0,stable_family,25836914057,0,8.551772
oracle_px_0004_36_26:family:1:0,oracle_px_0004_36_26,37,26,1,0,stable_family,25836914057,0,8.547086
oracle_px_0004_36_26:family:-1:0,oracle_px_0004_36_26,35,26,-1,0,stable_family,25836914057,0,8.556458
oracle_px_0004_36_26:family:0:1,oracle_px_0004_36_26,36,27,0,1,stable_family,25836914057,0,8.545524
oracle_px_0004_36_26:family:0:-1,oracle_px_0004_36_26,36,25,0,-1,stable_family,25836914057,0,8.558021
oracle_px_0004_36_26:family:1:1,oracle_px_0004_36_26,37,27,1,1,stable_family,25836914057,0,8.540837
oracle_px_0004_36_26:family:1:-1,oracle_px_0004_36_26,37,25,1,-1,stable_family,25836914057,0,8.554896
oracle_px_0004_36_26:family:-1:1,oracle_px_0004_36_26,35,27,-1,1,stable_family,25836914057,0,8.548648
oracle_px_0004_36_26:family:-1:-1,oracle_px_0004_36_26,35,25,-1,-1,stable_family,25836914057,0,8.562707
oracle_px_0005_37_26:family:0:0,oracle_px_0005_37_26,37,26,0,0,stable_family,25836914057,0,8.547086
oracle_px_0005_37_26:family:1:0,oracle_px_0005_37_26,38,26,1,0,stable_family,25836914057,0,8.543962
oracle_px_0005_37_26:family:-1:0,oracle_px_0005_37_26,36,26,-1,0,stable_family,25836914057,0,8.551772
oracle_px_0005_37_26:family:0:1,oracle_px_0005_37_26,37,27,0,1,stable_family,25836914057,0,8.540837
oracle_px_0005_37_26:family:0:-1,oracle_px_0005_37_26,37,25,0,-1,stable_family,25836914057,0,8.554896
oracle_px_0005_37_26:family:1:1,oracle_px_0005_37_26,38,27,1,1,stable_family,25836914057,0,8.536151
oracle_px_0005_37_26:family:1:-1,oracle_px_0005_37_26,38,25,1,-1,stable_family,25836914057,0,8.55021
oracle_px_0005_37_26:family:-1:1,oracle_px_0005_37_26,36,27,-1,1,stable_family,25836914057,0,8.545524
oracle_px_0005_37_26:family:-1:-1,oracle_px_0005_37_26,36,25,-1,-1,stable_family,25836914057,0,8.558021
oracle_px_0006_38_26:family:0:0,oracle_px_0006_38_26,38,26,0,0,stable_family,25836914057,0,8.543962
oracle_px_0006_38_26:family:1:0,oracle_px_0006_38_26,39,26,1,0,stable_family,25836914057,0,8.539275
oracle_px_0006_38_26:family:-1:0,oracle_px_0006_38_26,37,26,-1,0,stable_family,25836914057,0,8.547086
oracle_px_0006_38_26:family:0:1,oracle_px_0006_38_26,38,27,0,1,stable_family,25836914057,0,8.536151
oracle_px_0006_38_26:family:0:-1,oracle_px_0006_38_26,38,25,0,-1,stable_family,25836914057,0,8.55021
oracle_px_0006_38_26:family:1:1,oracle_px_0006_38_26,39,27,1,1,stable_family,25836914057,0,8.531465
oracle_px_0006_38_26:family:1:-1,oracle_px_0006_38_26,39,25,1,-1,stable_family,25836914057,0,8.545524
oracle_px_0006_38_26:family:-1:1,oracle_px_0006_38_26,37,27,-1,1,stable_family,25836914057,0,8.540837
oracle_px_0006_38_26:family:-1:-1,oracle_px_0006_38_26,37,25,-1,-1,stable_family,25836914057,0,8.554896
oracle_px_0007_39_26:family:0:0,oracle_px_0007_39_26,39,26,0,0,stable_family,25836914057,0,8.539275
oracle_px_0007_39_26:family:1:0,oracle_px_0007_39_26,40,26,1,0,stable_family,25836914057,0,8.534589
oracle_px_0007_39_26:family:-1:0,oracle_px_0007_39_26,38,26,-1,0,stable_family,25836914057,0,8.543962
oracle_px_0007_39_26:family:0:1,oracle_px_0007_39_26,39,27,0,1,stable_family,25836914057,0,8.531465
oracle_px_0007_39_26:family:0:-1,oracle_px_0007_39_26,39,25,0,-1,stable_family,25836914057,0,8.545524
oracle_px_0007_39_26:family:1:1,oracle_px_0007_39_26,40,27,1,1,stable_family,25836914057,0,8.52834
oracle_px_0007_39_26:family:1:-1,oracle_px_0007_39_26,40,25,1,-1,stable_family,25836914057,0,8.542399
oracle_px_0007_39_26:family:-1:1,oracle_px_0007_39_26,38,27,-1,1,stable_family,25836914057,0,8.536151
oracle_px_0007_39_26:family:-1:-1,oracle_px_0007_39_26,38,25,-1,-1,stable_family,25836914057,0,8.55021
oracle_px_0008_40_26:family:0:0,oracle_px_0008_40_26,40,26,0,0,stable_family,25836914057,0,8.534589
oracle_px_0008_40_26:family:1:0,oracle_px_0008_40_26,41,26,1,0,stable_family,25836914057,0,8.529902
oracle_px_0008_40_26:family:-1:0,oracle_px_0008_40_26,39,26,-1,0,stable_family,25836914057,0,8.539275
oracle_px_0008_40_26:family:0:1,oracle_px_0008_40_26,40,27,0,1,stable_family,25836914057,0,8.52834
oracle_px_0008_40_26:family:0:-1,oracle_px_0008_40_26,40,25,0,-1,stable_family,25836914057,0,8.542399
oracle_px_0008_40_26:family:1:1,oracle_px_0008_40_26,41,27,1,1,stable_family,25836914057,0,8.523654
oracle_px_0008_40_26:family:1:-1,oracle_px_0008_40_26,41,25,1,-1,stable_family,25836914057,0,8.537713
oracle_px_0008_40_26:family:-1:1,oracle_px_0008_40_26,39,27,-1,1,stable_family,25836914057,0,8.531465
oracle_px_0008_40_26:family:-1:-1,oracle_px_0008_40_26,39,25,-1,-1,stable_family,25836914057,0,8.545524
oracle_px_0009_41_26:family:0:0,oracle_px_0009_41_26,41,26,0,0,stable_family,25836914057,0,8.529902
oracle_px_0009_41_26:family:1:0,oracle_px_0009_41_26,42,26,1,0,stable_family,25836914057,0,8.526778
oracle_px_0009_41_26:family:-1:0,oracle_px_0009_41_26,40,26,-1,0,stable_family,25836914057,0,8.534589
oracle_px_0009_41_26:family:0:1,oracle_px_0009_41_26,41,27,0,1,stable_family,25836914057,0,8.523654
oracle_px_0009_41_26:family:0:-1,oracle_px_0009_41_26,41,25,0,-1,stable_family,25836914057,0,8.537713
oracle_px_0009_41_26:family:1:1,oracle_px_0009_41_26,42,27,1,1,stable_family,25836914057,0,8.518968
oracle_px_0009_41_26:family:1:-1,oracle_px_0009_41_26,42,25,1,-1,stable_family,25836914057,0,8.533027
oracle_px_0009_41_26:family:-1:1,oracle_px_0009_41_26,40,27,-1,1,stable_family,25836914057,0,8.52834
oracle_px_0009_41_26:family:-1:-1,oracle_px_0009_41_26,40,25,-1,-1,stable_family,25836914057,0,8.542399
oracle_px_0010_42_26:family:0:0,oracle_px_0010_42_26,42,26,0,0,stable_family,25836914057,0,8.526778
oracle_px_0010_42_26:family:1:0,oracle_px_0010_42_26,43,26,1,0,stable_family,25836914057,0,8.522092
oracle_px_0010_42_26:family:-1:0,oracle_px_0010_42_26,41,26,-1,0,stable_family,25836914057,0,8.529902
oracle_px_0010_42_26:family:0:1,oracle_px_0010_42_26,42,27,0,1,stable_family,25836914057,0,8.518968
oracle_px_0010_42_26:family:0:-1,oracle_px_0010_42_26,42,25,0,-1,stable_family,25836914057,0,8.533027
oracle_px_0010_42_26:family:1:1,oracle_px_0010_42_26,43,27,1,1,stable_family,25836914057,0,8.515843
oracle_px_0010_42_26:family:1:-1,oracle_px_0010_42_26,43,25,1,-1,stable_family,25836914057,0,8.529902
oracle_px_0010_42_26:family:-1:1,oracle_px_0010_42_26,41,27,-1,1,stable_family,25836914057,0,8.523654
oracle_px_0010_42_26:family:-1:-1,oracle_px_0010_42_26,41,25,-1,-1,stable_family,25836914057,0,8.537713
oracle_px_0011_43_26:family:0:0,oracle_px_0011_43_26,43,26,0,0,stable_family,25836914057,0,8.522092
oracle_px_0011_43_26:family:1:0,oracle_px_0011_43_26,44,26,1,0,stable_family,25836914057,0,8.518968
oracle_px_0011_43_26:family:-1:0,oracle_px_0011_43_26,42,26,-1,0,stable_family,25836914057,0,8.526778
oracle_px_0011_43_26:family:0:1,oracle_px_0011_43_26,43,27,0,1,stable_family,25836914057,0,8.515843
oracle_px_0011_43_26:family:0:-1,oracle_px_0011_43_26,43,25,0,-1,stable_family,25836914057,0,8.529902
oracle_px_0011_43_26:family:1:1,oracle_px_0011_43_26,44,27,1,1,stable_family,25836914057,0,8.511157
oracle_px_0011_43_26:family:1:-1,oracle_px_0011_43_26,44,25,1,-1,stable_family,25836914057,0,8.525216
oracle_px_0011_43_26:family:-1:1,oracle_px_0011_43_26,42,27,-1,1,stable_family,25836914057,0,8.518968
oracle_px_0011_43_26:family:-1:-1,oracle_px_0011_43_26,42,25,-1,-1,stable_family,25836914057,0,8.533027
oracle_px_0012_44_26:family:0:0,oracle_px_0012_44_26,44,26,0,0,stable_family,25836914057,0,8.518968
oracle_px_0012_44_26:family:1:0,oracle_px_0012_44_26,45,26,1,0,stable_family,25836914057,0,8.514281
oracle_px_0012_44_26:family:-1:0,oracle_px_0012_44_26,43,26,-1,0,stable_family,25836914057,0,8.522092
oracle_px_0012_44_26:family:0:1,oracle_px_0012_44_26,44,27,0,1,stable_family,25836914057,0,8.511157
oracle_px_0012_44_26:family:0:-1,oracle_px_0012_44_26,44,25,0,-1,stable_family,25836914057,0,8.525216
oracle_px_0012_44_26:family:1:1,oracle_px_0012_44_26,45,27,1,1,stable_family,25836914057,0,8.506471
oracle_px_0012_44_26:family:1:-1,oracle_px_0012_44_26,45,25,1,-1,stable_family,25836914057,0,8.52053
oracle_px_0012_44_26:family:-1:1,oracle_px_0012_44_26,43,27,-1,1,stable_family,25836914057,0,8.515843
oracle_px_0012_44_26:family:-1:-1,oracle_px_0012_44_26,43,25,-1,-1,stable_family,25836914057,0,8.529902
oracle_px_0013_45_26:family:0:0,oracle_px_0013_45_26,45,26,0,0,stable_family,25836914057,0,8.514281
oracle_px_0013_45_26:family:1:0,oracle_px_0013_45_26,46,26,1,0,stable_family,25836914057,0,8.509595
oracle_px_0013_45_26:family:-1:0,oracle_px_0013_45_26,44,26,-1,0,stable_family,25836914057,0,8.518968
oracle_px_0013_45_26:family:0:1,oracle_px_0013_45_26,45,27,0,1,stable_family,25836914057,0,8.506471
oracle_px_0013_45_26:family:0:-1,oracle_px_0013_45_26,45,25,0,-1,stable_family,25836914057,0,8.52053
oracle_px_0013_45_26:family:1:1,oracle_px_0013_45_26,46,27,1,1,stable_family,25836914057,0,8.503346
oracle_px_0013_45_26:family:1:-1,oracle_px_0013_45_26,46,25,1,-1,stable_family,25836914057,0,8.517406
oracle_px_0013_45_26:family:-1:1,oracle_px_0013_45_26,44,27,-1,1,stable_family,25836914057,0,8.511157
oracle_px_0013_45_26:family:-1:-1,oracle_px_0013_45_26,44,25,-1,-1,stable_family,25836914057,0,8.525216
oracle_px_0014_46_26:family:0:0,oracle_px_0014_46_26,46,26,0,0,stable_family,25836914057,0,8.509595
oracle_px_0014_46_26:family:1:0,oracle_px_0014_46_26,47,26,1,0,stable_family,25836914057,0,8.506471
oracle_px_0014_46_26:family:-1:0,oracle_px_0014_46_26,45,26,-1,0,stable_family,25836914057,0,8.514281
oracle_px_0014_46_26:family:0:1,oracle_px_0014_46_26,46,27,0,1,stable_family,25836914057,0,8.503346
oracle_px_0014_46_26:family:0:-1,oracle_px_0014_46_26,46,25,0,-1,stable_family,25836914057,0,8.517406
oracle_px_0014_46_26:family:1:1,oracle_px_0014_46_26,47,27,1,1,stable_family,25836914057,0,8.49866
oracle_px_0014_46_26:family:1:-1,oracle_px_0014_46_26,47,25,1,-1,stable_family,25836914057,0,8.512719
oracle_px_0014_46_26:family:-1:1,oracle_px_0014_46_26,45,27,-1,1,stable_family,25836914057,0,8.506471
oracle_px_0014_46_26:family:-1:-1,oracle_px_0014_46_26,45,25,-1,-1,stable_family,25836914057,0,8.52053
oracle_px_0015_47_26:family:0:0,oracle_px_0015_47_26,47,26,0,0,stable_family,25836914057,0,8.506471
oracle_px_0015_47_26:family:1:0,oracle_px_0015_47_26,48,26,1,0,stable_family,25836914057,0,8.501784
oracle_px_0015_47_26:family:-1:0,oracle_px_0015_47_26,46,26,-1,0,stable_family,25836914057,0,8.509595
oracle_px_0015_47_26:family:0:1,oracle_px_0015_47_26,47,27,0,1,stable_family,25836914057,0,8.49866
oracle_px_0015_47_26:family:0:-1,oracle_px_0015_47_26,47,25,0,-1,stable_family,25836914057,0,8.512719
oracle_px_0015_47_26:family:1:1,oracle_px_0015_47_26,48,27,1,1,stable_family,25836914057,0,8.495536
oracle_px_0015_47_26:family:1:-1,oracle_px_0015_47_26,48,25,1,-1,stable_family,25836914057,0,8.509595
oracle_px_0015_47_26:family:-1:1,oracle_px_0015_47_26,46,27,-1,1,stable_family,25836914057,0,8.503346
oracle_px_0015_47_26:family:-1:-1,oracle_px_0015_47_26,46,25,-1,-1,stable_family,25836914057,0,8.517406
oracle_px_0016_48_26:family:0:0,oracle_px_0016_48_26,48,26,0,0,stable_family,25836914057,0,8.501784
oracle_px_0016_48_26:family:1:0,oracle_px_0016_48_26,49,26,1,0,stable_family,25836914057,0,8.49866
oracle_px_0016_48_26:family:-1:0,oracle_px_0016_48_26,47,26,-1,0,stable_family,25836914057,0,8.506471
oracle_px_0016_48_26:family:0:1,oracle_px_0016_48_26,48,27,0,1,stable_family,25836914057,0,8.495536
oracle_px_0016_48_26:family:0:-1,oracle_px_0016_48_26,48,25,0,-1,stable_family,25836914057,0,8.509595
oracle_px_0016_48_26:family:1:1,oracle_px_0016_48_26,49,27,1,1,stable_family,25836914057,0,8.490849
oracle_px_0016_48_26:family:1:-1,oracle_px_0016_48_26,49,25,1,-1,stable_family,25836914057,0,8.504909
oracle_px_0016_48_26:family:-1:1,oracle_px_0016_48_26,47,27,-1,1,stable_family,25836914057,0,8.49866
oracle_px_0016_48_26:family:-1:-1,oracle_px_0016_48_26,47,25,-1,-1,stable_family,25836914057,0,8.512719
oracle_px_0017_32_27:family:0:0,oracle_px_0017_32_27,32,27,0,0,stable_family,25836914057,0,8.562707
oracle_px_0017_32_27:family:1:0,oracle_px_0017_32_27,33,27,1,0,stable_family,25836914057,0,8.558021
oracle_px_0017_32_27:family:-1:0,oracle_px_0017_32_27,31,27,-1,0,stable_family,25836914057,0,8.567393
oracle_px_0017_32_27:family:0:1,oracle_px_0017_32_27,32,28,0,1,stable_family,25836914057,0,8.554896
oracle_px_0017_32_27:family:0:-1,oracle_px_0017_32_27,32,26,0,-1,stable_family,25836914057,0,8.568955
oracle_px_0017_32_27:family:1:1,oracle_px_0017_32_27,33,28,1,1,stable_family,25836914057,0,8.55021
oracle_px_0017_32_27:family:1:-1,oracle_px_0017_32_27,33,26,1,-1,stable_family,25836914057,0,8.564269
oracle_px_0017_32_27:family:-1:1,oracle_px_0017_32_27,31,28,-1,1,stable_family,25836914057,0,8.559583
oracle_px_0017_32_27:family:-1:-1,oracle_px_0017_32_27,31,26,-1,-1,stable_family,25836914057,0,8.573642
oracle_px_0018_33_27:family:0:0,oracle_px_0018_33_27,33,27,0,0,stable_family,25836914057,0,8.558021
oracle_px_0018_33_27:family:1:0,oracle_px_0018_33_27,34,27,1,0,stable_family,25836914057,0,8.553334
oracle_px_0018_33_27:family:-1:0,oracle_px_0018_33_27,32,27,-1,0,stable_family,25836914057,0,8.562707
oracle_px_0018_33_27:family:0:1,oracle_px_0018_33_27,33,28,0,1,stable_family,25836914057,0,8.55021
oracle_px_0018_33_27:family:0:-1,oracle_px_0018_33_27,33,26,0,-1,stable_family,25836914057,0,8.564269
oracle_px_0018_33_27:family:1:1,oracle_px_0018_33_27,34,28,1,1,stable_family,25836914057,0,8.547086
oracle_px_0018_33_27:family:1:-1,oracle_px_0018_33_27,34,26,1,-1,stable_family,25836914057,0,8.559583
oracle_px_0018_33_27:family:-1:1,oracle_px_0018_33_27,32,28,-1,1,stable_family,25836914057,0,8.554896
oracle_px_0018_33_27:family:-1:-1,oracle_px_0018_33_27,32,26,-1,-1,stable_family,25836914057,0,8.568955
oracle_px_0019_34_27:family:0:0,oracle_px_0019_34_27,34,27,0,0,stable_family,25836914057,0,8.553334
oracle_px_0019_34_27:family:1:0,oracle_px_0019_34_27,35,27,1,0,stable_family,25836914057,0,8.548648
oracle_px_0019_34_27:family:-1:0,oracle_px_0019_34_27,33,27,-1,0,stable_family,25836914057,0,8.558021
oracle_px_0019_34_27:family:0:1,oracle_px_0019_34_27,34,28,0,1,stable_family,25836914057,0,8.547086
oracle_px_0019_34_27:family:0:-1,oracle_px_0019_34_27,34,26,0,-1,stable_family,25836914057,0,8.559583
oracle_px_0019_34_27:family:1:1,oracle_px_0019_34_27,35,28,1,1,stable_family,25836914057,0,8.542399
oracle_px_0019_34_27:family:1:-1,oracle_px_0019_34_27,35,26,1,-1,stable_family,25836914057,0,8.556458
oracle_px_0019_34_27:family:-1:1,oracle_px_0019_34_27,33,28,-1,1,stable_family,25836914057,0,8.55021
oracle_px_0019_34_27:family:-1:-1,oracle_px_0019_34_27,33,26,-1,-1,stable_family,25836914057,0,8.564269
oracle_px_0020_35_27:family:0:0,oracle_px_0020_35_27,35,27,0,0,stable_family,25836914057,0,8.548648
oracle_px_0020_35_27:family:1:0,oracle_px_0020_35_27,36,27,1,0,stable_family,25836914057,0,8.545524
oracle_px_0020_35_27:family:-1:0,oracle_px_0020_35_27,34,27,-1,0,stable_family,25836914057,0,8.553334
oracle_px_0020_35_27:family:0:1,oracle_px_0020_35_27,35,28,0,1,stable_family,25836914057,0,8.542399
oracle_px_0020_35_27:family:0:-1,oracle_px_0020_35_27,35,26,0,-1,stable_family,25836914057,0,8.556458
oracle_px_0020_35_27:family:1:1,oracle_px_0020_35_27,36,28,1,1,stable_family,25836914057,0,8.537713
oracle_px_0020_35_27:family:1:-1,oracle_px_0020_35_27,36,26,1,-1,stable_family,25836914057,0,8.551772
oracle_px_0020_35_27:family:-1:1,oracle_px_0020_35_27,34,28,-1,1,stable_family,25836914057,0,8.547086
oracle_px_0020_35_27:family:-1:-1,oracle_px_0020_35_27,34,26,-1,-1,stable_family,25836914057,0,8.559583
oracle_px_0021_36_27:family:0:0,oracle_px_0021_36_27,36,27,0,0,stable_family,25836914057,0,8.545524
oracle_px_0021_36_27:family:1:0,oracle_px_0021_36_27,37,27,1,0,stable_family,25836914057,0,8.540837
oracle_px_0021_36_27:family:-1:0,oracle_px_0021_36_27,35,27,-1,0,stable_family,25836914057,0,8.548648
oracle_px_0021_36_27:family:0:1,oracle_px_0021_36_27,36,28,0,1,stable_family,25836914057,0,8.537713
oracle_px_0021_36_27:family:0:-1,oracle_px_0021_36_27,36,26,0,-1,stable_family,25836914057,0,8.551772
oracle_px_0021_36_27:family:1:1,oracle_px_0021_36_27,37,28,1,1,stable_family,25836914057,0,8.533027
oracle_px_0021_36_27:family:1:-1,oracle_px_0021_36_27,37,26,1,-1,stable_family,25836914057,0,8.547086
oracle_px_0021_36_27:family:-1:1,oracle_px_0021_36_27,35,28,-1,1,stable_family,25836914057,0,8.542399
oracle_px_0021_36_27:family:-1:-1,oracle_px_0021_36_27,35,26,-1,-1,stable_family,25836914057,0,8.556458
oracle_px_0022_37_27:family:0:0,oracle_px_0022_37_27,37,27,0,0,stable_family,25836914057,0,8.540837
oracle_px_0022_37_27:family:1:0,oracle_px_0022_37_27,38,27,1,0,stable_family,25836914057,0,8.536151
oracle_px_0022_37_27:family:-1:0,oracle_px_0022_37_27,36,27,-1,0,stable_family,25836914057,0,8.545524
oracle_px_0022_37_27:family:0:1,oracle_px_0022_37_27,37,28,0,1,stable_family,25836914057,0,8.533027
oracle_px_0022_37_27:family:0:-1,oracle_px_0022_37_27,37,26,0,-1,stable_family,25836914057,0,8.547086
oracle_px_0022_37_27:family:1:1,oracle_px_0022_37_27,38,28,1,1,stable_family,25836914057,0,8.529902
oracle_px_0022_37_27:family:1:-1,oracle_px_0022_37_27,38,26,1,-1,stable_family,25836914057,0,8.543962
oracle_px_0022_37_27:family:-1:1,oracle_px_0022_37_27,36,28,-1,1,stable_family,25836914057,0,8.537713
oracle_px_0022_37_27:family:-1:-1,oracle_px_0022_37_27,36,26,-1,-1,stable_family,25836914057,0,8.551772
oracle_px_0023_38_27:family:0:0,oracle_px_0023_38_27,38,27,0,0,stable_family,25836914057,0,8.536151
oracle_px_0023_38_27:family:1:0,oracle_px_0023_38_27,39,27,1,0,stable_family,25836914057,0,8.531465
oracle_px_0023_38_27:family:-1:0,oracle_px_0023_38_27,37,27,-1,0,stable_family,25836914057,0,8.540837
oracle_px_0023_38_27:family:0:1,oracle_px_0023_38_27,38,28,0,1,stable_family,25836914057,0,8.529902
oracle_px_0023_38_27:family:0:-1,oracle_px_0023_38_27,38,26,0,-1,stable_family,25836914057,0,8.543962
oracle_px_0023_38_27:family:1:1,oracle_px_0023_38_27,39,28,1,1,stable_family,25836914057,0,8.525216
oracle_px_0023_38_27:family:1:-1,oracle_px_0023_38_27,39,26,1,-1,stable_family,25836914057,0,8.539275
oracle_px_0023_38_27:family:-1:1,oracle_px_0023_38_27,37,28,-1,1,stable_family,25836914057,0,8.533027
oracle_px_0023_38_27:family:-1:-1,oracle_px_0023_38_27,37,26,-1,-1,stable_family,25836914057,0,8.547086
oracle_px_0024_39_27:family:0:0,oracle_px_0024_39_27,39,27,0,0,stable_family,25836914057,0,8.531465
oracle_px_0024_39_27:family:1:0,oracle_px_0024_39_27,40,27,1,0,stable_family,25836914057,0,8.52834
oracle_px_0024_39_27:family:-1:0,oracle_px_0024_39_27,38,27,-1,0,stable_family,25836914057,0,8.536151
oracle_px_0024_39_27:family:0:1,oracle_px_0024_39_27,39,28,0,1,stable_family,25836914057,0,8.525216
oracle_px_0024_39_27:family:0:-1,oracle_px_0024_39_27,39,26,0,-1,stable_family,25836914057,0,8.539275
oracle_px_0024_39_27:family:1:1,oracle_px_0024_39_27,40,28,1,1,stable_family,25836914057,0,8.52053
oracle_px_0024_39_27:family:1:-1,oracle_px_0024_39_27,40,26,1,-1,stable_family,25836914057,0,8.534589
oracle_px_0024_39_27:family:-1:1,oracle_px_0024_39_27,38,28,-1,1,stable_family,25836914057,0,8.529902
oracle_px_0024_39_27:family:-1:-1,oracle_px_0024_39_27,38,26,-1,-1,stable_family,25836914057,0,8.543962
oracle_px_0025_40_27:family:0:0,oracle_px_0025_40_27,40,27,0,0,stable_family,25836914057,0,8.52834
oracle_px_0025_40_27:family:1:0,oracle_px_0025_40_27,41,27,1,0,stable_family,25836914057,0,8.523654
oracle_px_0025_40_27:family:-1:0,oracle_px_0025_40_27,39,27,-1,0,stable_family,25836914057,0,8.531465
oracle_px_0025_40_27:family:0:1,oracle_px_0025_40_27,40,28,0,1,stable_family,25836914057,0,8.52053
oracle_px_0025_40_27:family:0:-1,oracle_px_0025_40_27,40,26,0,-1,stable_family,25836914057,0,8.534589
oracle_px_0025_40_27:family:1:1,oracle_px_0025_40_27,41,28,1,1,stable_family,25836914057,0,8.517406
oracle_px_0025_40_27:family:1:-1,oracle_px_0025_40_27,41,26,1,-1,stable_family,25836914057,0,8.529902
oracle_px_0025_40_27:family:-1:1,oracle_px_0025_40_27,39,28,-1,1,stable_family,25836914057,0,8.525216
oracle_px_0025_40_27:family:-1:-1,oracle_px_0025_40_27,39,26,-1,-1,stable_family,25836914057,0,8.539275
oracle_px_0026_41_27:family:0:0,oracle_px_0026_41_27,41,27,0,0,stable_family,25836914057,0,8.523654
oracle_px_0026_41_27:family:1:0,oracle_px_0026_41_27,42,27,1,0,stable_family,25836914057,0,8.518968
oracle_px_0026_41_27:family:-1:0,oracle_px_0026_41_27,40,27,-1,0,stable_family,25836914057,0,8.52834
oracle_px_0026_41_27:family:0:1,oracle_px_0026_41_27,41,28,0,1,stable_family,25836914057,0,8.517406
