sample_id,roi_id,pixel_x,pixel_y,production_step_length,oracle_step_length,collider_match,domain_match,normal_angle_delta,hit_distance_delta,path_length_delta,boundary_event_delta,step_count_delta,ownership_graph_agreement,epsilon_stability_class,secondary_tags,decision_risk,oracle_repeat_match,oracle_self_path_delta,oracle_self_graph_delta,comparison_confidence
oracle_px_0001_33_26,manual_roi_0,33,26,0.013,0.001563,1,1,0,0.000004,0.002717,0,4822,0.999682,stable,,0.000318,1,0,0,high
oracle_px_0001_33_26,manual_roi_0,33,26,0.0125,0.001563,1,1,0,0.000045,0.010672,0,4795,0.998749,unresolved,,0.001251,1,0,0,high
oracle_px_0001_33_26,manual_roi_0,33,26,0.011,0.001563,1,1,0,0.000093,0.004759,0,4702,0.999433,stable,,0.000567,1,0,0,high
oracle_px_0001_33_26,manual_roi_0,33,26,0.01,0.001563,1,1,0,0.000163,0.005832,0,4624,0.9993,stable,,0.0007,1,0,0,high
oracle_px_0001_33_26,manual_roi_0,33,26,0.0075,0.001563,1,1,0,0.000047,0.000788,0,4339,0.999903,stable,,0.000097,1,0,0,high
oracle_px_0001_33_26,manual_roi_0,33,26,0.00625,0.001563,1,1,0,0.000031,0.004429,0,4110,0.999479,stable,,0.000521,1,0,0,high
oracle_px_0001_33_26,manual_roi_0,33,26,0.003125,0.001563,1,1,0,0.000349,0.001591,0,2740,0.999774,stable,,0.000226,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.02,0.001563,1,1,0,0.000043,0.000423,0,5050,0.999946,stable,,0.000054,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.018,0.001563,1,1,0,0.000072,0.008422,0,5002,0.999008,stable,,0.000992,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.016,0.001563,1,1,0,0.000019,0.000364,0,4943,0.999955,stable,,0.000045,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.015,0.001563,1,1,0,0.000013,0.005406,0,4907,0.999367,stable,,0.000633,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.014,0.001563,1,1,0,0.000047,0.008393,0,4866,0.999014,stable,,0.000986,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.013,0.001563,1,1,0,0.000049,0.007403,0,4819,0.999129,stable,,0.000871,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.0125,0.001563,1,1,0,0.000007,0.002858,0,4793,0.999665,stable,,0.000335,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.011,0.001563,1,1,0,0.000051,0.009445,0,4699,0.998891,stable,,0.001109,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.01,0.001563,1,1,0,0.000188,0.000518,0,4622,0.999918,stable,,0.000082,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.0075,0.001563,1,1,0,0.000069,0.005474,0,4336,0.999353,stable,,0.000648,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.00625,0.001563,1,1,0,0.000003,0.002865,0,4108,0.999665,stable,,0.000335,1,0,0,high
oracle_px_0002_34_26,manual_roi_0,34,26,0.003125,0.001563,1,1,0,0.000112,0.000027,0,2739,0.999984,stable,,0.000016,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.02,0.001563,1,1,0,0.000084,0.003548,0,5048,0.999576,stable,,0.000424,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.018,0.001563,1,1,0,0.000114,0.011546,0,5000,0.998637,unresolved,,0.001363,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.016,0.001563,1,1,0,0.000142,0.003489,0,4941,0.999576,stable,,0.000424,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.015,0.001563,1,1,0,0.000128,0.008531,0,4905,0.998988,stable,,0.001012,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.014,0.001563,1,1,0,0.000153,0.011518,0,4864,0.998636,unresolved,,0.001364,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.013,0.001563,1,1,0,0.000095,0.010528,0,4817,0.998759,unresolved,,0.001242,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.0125,0.001563,1,1,0,0.000154,0.005982,0,4791,0.999283,stable,,0.000717,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.011,0.001563,1,1,0,0.000093,0.00157,0,4698,0.999806,stable,,0.000194,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.01,0.001563,1,1,0,0.000039,0.003642,0,4620,0.99957,stable,,0.00043,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.0075,0.001563,1,1,0,0.00006,0.001099,0,4335,0.999865,stable,,0.000135,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.00625,0.001563,1,1,0,0.000217,0.000261,0,4107,0.999944,stable,,0.000056,1,0,0,high
oracle_px_0003_35_26,manual_roi_0,35,26,0.003125,0.001563,1,1,0,0.000035,0.000026,0,2738,0.999993,stable,,0.000007,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.02,0.001563,1,1,0,0.000242,0.008234,0,5045,0.999009,stable,,0.000991,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.018,0.001563,1,1,0,0.000275,0.016232,0,4997,0.99807,unresolved,,0.00193,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.016,0.001563,1,1,0,0.000288,0.008175,0,4938,0.99901,stable,,0.00099,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.015,0.001563,1,1,0,0.000274,0.013217,0,4902,0.998422,unresolved,,0.001578,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.014,0.001563,1,1,0,0.000299,0.002204,0,4862,0.999707,stable,,0.000293,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.013,0.001563,1,1,0,0.00024,0.002214,0,4815,0.999713,stable,,0.000287,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.0125,0.001563,1,1,0,0.000299,0.010669,0,4788,0.998718,unresolved,,0.001282,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.011,0.001563,1,1,0,0.000244,0.006256,0,4695,0.99924,stable,,0.00076,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.01,0.001563,1,1,0,0.00019,0.008328,0,4617,0.999004,stable,,0.000996,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.0075,0.001563,1,1,0,0.000204,0.005785,0,4332,0.9993,stable,,0.0007,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.00625,0.001563,1,1,0,0.000276,0.004425,0,4104,0.99945,stable,,0.00055,1,0,0,high
oracle_px_0004_36_26,manual_roi_0,36,26,0.003125,0.001563,1,1,0,0.00002,0.001587,0,2736,0.999812,stable,,0.000188,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.02,0.001563,1,1,0,0.000328,0.01292,0,5042,0.99845,unresolved,,0.00155,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.018,0.001563,1,1,0,0.000358,0.002919,0,4995,0.999617,stable,,0.000383,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.016,0.001563,1,1,0,0.000386,0.012861,0,4935,0.99845,unresolved,,0.00155,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.015,0.001563,1,1,0,0.000372,0.002903,0,4900,0.999617,stable,,0.000383,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.014,0.001563,1,1,0,0.000397,0.00689,0,4859,0.999147,stable,,0.000853,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.013,0.001563,1,1,0,0.000339,0.006901,0,4812,0.999153,stable,,0.000847,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.0125,0.001563,1,1,0,0.000381,0.002855,0,4786,0.999621,stable,,0.000379,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.011,0.001563,1,1,0,0.00034,0.000057,0,4693,0.999953,stable,,0.000047,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.01,0.001563,1,1,0,0.000285,0.003015,0,4615,0.999614,stable,,0.000386,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.0075,0.001563,1,1,0,0.000306,0.002972,0,4330,0.999617,stable,,0.000383,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.00625,0.001563,1,1,0,0.000453,0.002861,0,4102,0.999612,stable,,0.000388,1,0,0,high
oracle_px_0005_37_26,manual_roi_0,37,26,0.003125,0.001563,1,1,0,0.000035,0.000023,0,2735,0.999993,stable,,0.000007,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.02,0.001563,1,1,0,0.000465,0.016045,0,5040,0.998068,unresolved,,0.001932,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.018,0.001563,1,1,0,0.000435,0.006043,0,4993,0.999242,stable,,0.000758,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.016,0.001563,1,1,0,0.000537,0.000014,0,4934,0.999935,stable,,0.000065,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.015,0.001563,1,1,0,0.000504,0.006027,0,4898,0.999236,stable,,0.000764,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.014,0.001563,1,1,0,0.00047,0.010015,0,4857,0.998773,unresolved,,0.001227,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.013,0.001563,1,1,0,0.000467,0.010025,0,4810,0.998772,unresolved,,0.001228,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.0125,0.001563,1,1,0,0.000528,0.00598,0,4784,0.999238,stable,,0.000762,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.011,0.001563,1,1,0,0.000466,0.003067,0,4691,0.999587,stable,,0.000414,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.01,0.001563,1,1,0,0.000328,0.006139,0,4613,0.999243,stable,,0.000757,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.0075,0.001563,1,1,0,0.000452,0.001404,0,4329,0.999783,stable,,0.000217,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.00625,0.001563,1,1,0,0.000522,0.000265,0,4101,0.999908,stable,,0.000092,1,0,0,high
oracle_px_0006_38_26,manual_roi_0,38,26,0.003125,0.001563,1,1,0,0.000064,0.000022,0,2734,0.99999,stable,,0.00001,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.02,0.001563,1,1,0,0.000367,0.000731,0,5038,0.999871,stable,,0.000129,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.018,0.001563,1,1,0,0.000387,0.01073,0,4990,0.998698,unresolved,,0.001302,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.016,0.001563,1,1,0,0.000408,0.004672,0,4931,0.999405,stable,,0.000595,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.015,0.001563,1,1,0,0.000383,0.010714,0,4895,0.998701,unresolved,,0.0013,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.014,0.001563,1,1,0,0.000418,0.000701,0,4855,0.999869,stable,,0.000131,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.013,0.001563,1,1,0,0.000413,0.001712,0,4808,0.999751,stable,,0.000249,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.0125,0.001563,1,1,0,0.000388,0.010666,0,4781,0.998706,unresolved,,0.001295,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.011,0.001563,1,1,0,0.000317,0.007753,0,4688,0.999055,stable,,0.000945,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.01,0.001563,1,1,0,0.000273,0.000825,0,4611,0.999871,stable,,0.000129,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.0075,0.001563,1,1,0,0.000244,0.003283,0,4326,0.999587,stable,,0.000413,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.00625,0.001563,1,1,0,0.000364,0.004421,0,4098,0.99944,stable,,0.00056,1,0,0,high
oracle_px_0007_39_26,manual_roi_0,39,26,0.003125,0.001563,1,1,0,0.000235,0.001583,0,2732,0.999787,stable,,0.000213,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.02,0.001563,1,1,0,0.000427,0.005417,0,5035,0.999315,stable,,0.000685,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.018,0.001563,1,1,0,0.00044,0.015416,0,4987,0.998142,unresolved,,0.001858,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.016,0.001563,1,1,0,0.000463,0.009358,0,4928,0.998849,stable,,0.001151,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.015,0.001563,1,1,0,0.000436,0.0004,0,4893,0.999902,stable,,0.000098,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.014,0.001563,1,1,0,0.000443,0.005387,0,4852,0.999317,stable,,0.000683,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.013,0.001563,1,1,0,0.000454,0.006398,0,4805,0.999197,stable,,0.000803,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.0125,0.001563,1,1,0,0.000509,0.002852,0,4779,0.999606,stable,,0.000394,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.011,0.001563,1,1,0,0.000433,0.00144,0,4686,0.999781,stable,,0.000219,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.01,0.001563,1,1,0,0.000386,0.005511,0,4608,0.999309,stable,,0.000691,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.0075,0.001563,1,1,0,0.000352,0.000469,0,4324,0.999904,stable,,0.000096,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.00625,0.001563,1,1,0,0.000422,0.002857,0,4096,0.999616,stable,,0.000384,1,0,0,high
oracle_px_0008_40_26,manual_roi_0,40,26,0.003125,0.001563,1,1,0,0.00026,0.000019,0,2731,0.999967,stable,,0.000033,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.02,0.001563,1,1,0,0.000434,0.010103,0,5032,0.998765,unresolved,,0.001235,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.018,0.001563,1,1,0,0.000435,0.002103,0,4985,0.999703,stable,,0.000298,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.016,0.001563,1,1,0,0.000451,0.014045,0,4925,0.998301,unresolved,,0.001699,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.015,0.001563,1,1,0,0.000415,0.005086,0,4890,0.999355,stable,,0.000645,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.014,0.001563,1,1,0,0.000437,0.010074,0,4849,0.998768,unresolved,,0.001232,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.013,0.001563,1,1,0,0.000418,0.011085,0,4802,0.998652,unresolved,,0.001348,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.0125,0.001563,1,1,0,0.000464,0.007539,0,4776,0.999062,stable,,0.000938,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.011,0.001563,1,1,0,0.000395,0.006126,0,4683,0.999236,stable,,0.000765,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.01,0.001563,1,1,0,0.000341,0.000197,0,4606,0.999937,stable,,0.000063,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.0075,0.001563,1,1,0,0.0004,0.005156,0,4321,0.999349,stable,,0.000651,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.00625,0.001563,1,1,0,0.000545,0.001293,0,4094,0.999785,stable,,0.000215,1,0,0,high
oracle_px_0009_41_26,manual_roi_0,41,26,0.003125,0.001563,1,1,0,0.000297,0.00158,0,2729,0.99978,stable,,0.00022,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.02,0.001563,1,1,0,0.000425,0.013227,0,5030,0.998399,unresolved,,0.001601,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.018,0.001563,1,1,0,0.000427,0.005227,0,4983,0.999337,stable,,0.000663,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.016,0.001563,1,1,0,0.000471,0.001169,0,4924,0.999808,stable,,0.000192,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.015,0.001563,1,1,0,0.000431,0.00821,0,4888,0.998987,stable,,0.001013,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.014,0.001563,1,1,0,0.000443,0.000802,0,4848,0.999854,stable,,0.000146,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.013,0.001563,1,1,0,0.000433,0.001209,0,4801,0.999807,stable,,0.000193,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.0125,0.001563,1,1,0,0.000479,0.010663,0,4774,0.998693,unresolved,,0.001307,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.011,0.001563,1,1,0,0.000391,0.009251,0,4681,0.998869,stable,,0.001131,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.01,0.001563,1,1,0,0.000321,0.003322,0,4604,0.999573,stable,,0.000427,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.0075,0.001563,1,1,0,0.000359,0.00078,0,4320,0.999866,stable,,0.000134,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.00625,0.001563,1,1,0,0.000556,0.004417,0,4092,0.999417,stable,,0.000583,1,0,0,high
oracle_px_0010_42_26,manual_roi_0,42,26,0.003125,0.001563,1,1,0,0.000306,0.001579,0,2728,0.999779,stable,,0.000221,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.02,0.001563,1,1,0,0.000435,0.017914,0,5027,0.997847,unresolved,,0.002153,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.018,0.001563,1,1,0,0.000426,0.009913,0,4980,0.998787,stable,,0.001213,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.016,0.001563,1,1,0,0.000486,0.005856,0,4921,0.999256,stable,,0.000744,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.015,0.001563,1,1,0,0.000441,0.012897,0,4885,0.998435,unresolved,,0.001565,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.014,0.001563,1,1,0,0.000445,0.003884,0,4845,0.999492,stable,,0.000508,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.013,0.001563,1,1,0,0.000425,0.005896,0,4798,0.999258,stable,,0.000742,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.0125,0.001563,1,1,0,0.000465,0.00285,0,4772,0.999611,stable,,0.000389,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.011,0.001563,1,1,0,0.000363,0.002937,0,4679,0.999613,stable,,0.000387,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.01,0.001563,1,1,0,0.000302,0.008008,0,4601,0.999025,stable,,0.000975,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.0075,0.001563,1,1,0,0.000302,0.005466,0,4317,0.999323,stable,,0.000677,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.00625,0.001563,1,1,0,0.000546,0.002853,0,4090,0.999601,stable,,0.000399,1,0,0,high
oracle_px_0011_43_26,manual_roi_0,43,26,0.003125,0.001563,1,1,0,0.000299,0.000015,0,2727,0.999963,stable,,0.000037,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.02,0.001563,1,1,0,0.000393,0.001038,0,5026,0.999832,stable,,0.000168,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.018,0.001563,1,1,0,0.00043,0.013038,0,4978,0.998419,unresolved,,0.001581,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.016,0.001563,1,1,0,0.000459,0.00898,0,4919,0.998892,stable,,0.001108,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.015,0.001563,1,1,0,0.000414,0.00102,0,4884,0.999832,stable,,0.000168,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.014,0.001563,1,1,0,0.000481,0.007009,0,4843,0.999121,stable,,0.000879,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.013,0.001563,1,1,0,0.000452,0.00902,0,4796,0.998888,stable,,0.001112,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.0125,0.001563,1,1,0,0.000505,0.005974,0,4770,0.999239,stable,,0.000761,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.011,0.001563,1,1,0,0.000382,0.006062,0,4677,0.999244,stable,,0.000756,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.01,0.001563,1,1,0,0.000286,0.001132,0,4600,0.999834,stable,,0.000166,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.0075,0.001563,1,1,0,0.000399,0.001091,0,4316,0.999825,stable,,0.000175,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.00625,0.001563,1,1,0,0.000423,0.000273,0,4089,0.999918,stable,,0.000082,1,0,0,high
oracle_px_0012_44_26,manual_roi_0,44,26,0.003125,0.001563,1,1,0,0.000263,0.000014,0,2726,0.999967,stable,,0.000033,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.02,0.001563,1,1,0,0.000337,0.005724,0,5023,0.999288,stable,,0.000712,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.018,0.001563,1,1,0,0.000356,0.000276,0,4976,0.999926,stable,,0.000074,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.016,0.001563,1,1,0,0.000389,0.013666,0,4916,0.998349,unresolved,,0.001651,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.015,0.001563,1,1,0,0.000387,0.005707,0,4881,0.999284,stable,,0.000716,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.014,0.001563,1,1,0,0.000388,0.011695,0,4840,0.998581,unresolved,,0.001419,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.013,0.001563,1,1,0,0.000341,0.000707,0,4794,0.999877,stable,,0.000123,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.0125,0.001563,1,1,0,0.000386,0.01066,0,4767,0.998703,unresolved,,0.001297,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.011,0.001563,1,1,0,0.000352,0.000252,0,4675,0.999929,stable,,0.000071,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.01,0.001563,1,1,0,0.00024,0.005818,0,4597,0.999288,stable,,0.000712,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.0075,0.001563,1,1,0,0.000332,0.005777,0,4313,0.999283,stable,,0.000718,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.00625,0.001563,1,1,0,0.000368,0.004414,0,4086,0.999438,stable,,0.000562,1,0,0,high
oracle_px_0013_45_26,manual_roi_0,45,26,0.003125,0.001563,1,1,0,0.000239,0.001575,0,2724,0.999787,stable,,0.000213,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.02,0.001563,1,1,0,0.000451,0.01041,0,5020,0.998724,unresolved,,0.001276,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.018,0.001563,1,1,0,0.000409,0.004411,0,4973,0.999434,stable,,0.000566,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.016,0.001563,1,1,0,0.000463,0.002353,0,4914,0.999669,stable,,0.000331,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.015,0.001563,1,1,0,0.000465,0.010393,0,4878,0.998724,unresolved,,0.001276,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.014,0.001563,1,1,0,0.000446,0.002381,0,4838,0.999668,stable,,0.000332,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.013,0.001563,1,1,0,0.000484,0.005393,0,4791,0.999309,stable,,0.000691,1,0,0,high
oracle_px_0014_46_26,manual_roi_0,46,26,0.0125,0.001563,1,1,0,0.000508,0.002847,0,4765,0.999606,stable,,0.000394,1,0,0,high
